,gpu,backend,nx,ny,nz,nIt,nWarmUp,type,stride,time,mlups,bandwidth,compute
268,A40,CUDA Explicit Memory,4389,1,1,1024,2,float,2,196.316,22.8934,0.0915736,3000.68
269,A40,CUDA Explicit Memory,4705,1,1,1024,2,float,2,196.323,24.5407,0.0981629,3216.6
270,A40,CUDA Explicit Memory,5042,1,1,1024,2,float,2,196.344,26.2958,0.105183,3446.64
271,A40,CUDA Explicit Memory,5404,1,1,1024,2,float,2,196.361,28.1812,0.112725,3693.77
272,A40,CUDA Explicit Memory,5792,1,1,1024,2,float,2,196.357,30.2052,0.120821,3959.05
273,A40,CUDA Explicit Memory,6208,1,1,1024,2,float,2,196.38,32.3709,0.129484,4242.92
274,A40,CUDA Explicit Memory,6653,1,1,1024,2,float,2,196.368,34.6935,0.138774,4547.34
275,A40,CUDA Explicit Memory,7131,1,1,1024,2,float,2,196.41,37.1781,0.148712,4873.01
276,A40,CUDA Explicit Memory,7643,1,1,1024,2,float,2,196.387,39.852,0.159408,5223.49
277,A40,CUDA Explicit Memory,8192,1,1,1024,2,float,2,196.371,42.7181,0.170872,5599.14
278,A40,CUDA Explicit Memory,8779,1,1,1024,2,float,2,196.347,45.7848,0.183139,6001.11
279,A40,CUDA Explicit Memory,9410,1,1,1024,2,float,2,196.392,49.0642,0.196257,6430.95
280,A40,CUDA Explicit Memory,10085,1,1,1024,2,float,2,196.478,52.5609,0.210244,6889.26
281,A40,CUDA Explicit Memory,10809,1,1,1024,2,float,2,234.824,47.1349,0.188539,6178.06
282,A40,CUDA Explicit Memory,11585,1,1,1024,2,float,2,312.375,37.9769,0.151908,4977.71
283,A40,CUDA Explicit Memory,12416,1,1,1024,2,float,2,312.365,40.7023,0.162809,5334.93
284,A40,CUDA Explicit Memory,13307,1,1,1024,2,float,2,312.342,43.6265,0.174506,5718.21
285,A40,CUDA Explicit Memory,14263,1,1,1024,2,float,2,312.331,46.7623,0.187049,6129.23
286,A40,CUDA Explicit Memory,15286,1,1,1024,2,float,2,312.338,50.1152,0.200461,6568.7
287,A40,CUDA Explicit Memory,16384,1,1,1024,2,float,2,312.321,53.7179,0.214872,7040.91
288,A40,CUDA Explicit Memory,17559,1,1,1024,2,float,2,312.275,57.5788,0.230315,7546.96
289,A40,CUDA Explicit Memory,18820,1,1,1024,2,float,2,312.232,61.7222,0.246889,8090.06
290,A40,CUDA Explicit Memory,20171,1,1,1024,2,float,2,312.225,66.1545,0.264618,8671.0
291,A40,CUDA Explicit Memory,21618,1,1,1024,2,float,2,503.586,43.9584,0.175833,5761.71
292,A40,CUDA Explicit Memory,23170,1,1,1024,2,float,2,503.576,47.1152,0.188461,6175.48
293,A40,CUDA Explicit Memory,24833,1,1,1024,2,float,2,503.536,50.5009,0.202003,6619.25
294,A40,CUDA Explicit Memory,26615,1,1,1024,2,float,2,503.395,54.1399,0.216559,7096.22
295,A40,CUDA Explicit Memory,28526,1,1,1024,2,float,2,503.439,58.0221,0.232089,7605.08
296,A40,CUDA Explicit Memory,30573,1,1,1024,2,float,2,503.454,62.1839,0.248736,8150.57
297,A40,CUDA Explicit Memory,32768,1,1,1024,2,float,2,622.567,53.8969,0.215588,7064.38
298,A40,CUDA Explicit Memory,35119,1,1,1024,2,float,2,622.514,57.7687,0.231075,7571.86
299,A40,CUDA Explicit Memory,37640,1,1,1024,2,float,2,622.458,61.9212,0.247685,8116.14
300,A40,CUDA Explicit Memory,40342,1,1,1024,2,float,2,622.44,66.3682,0.265473,8699.02
301,A40,CUDA Explicit Memory,43237,1,1,1024,2,float,2,810.616,54.6186,0.218474,7158.96
302,A40,CUDA Explicit Memory,46340,1,1,1024,2,float,2,810.551,58.5431,0.234172,7673.36
303,A40,CUDA Explicit Memory,49667,1,1,1024,2,float,2,810.525,62.7483,0.250993,8224.54
304,A40,CUDA Explicit Memory,53231,1,1,1024,2,float,2,810.447,67.2574,0.26903,8815.56
305,A40,CUDA Explicit Memory,57052,1,1,1024,2,float,2,932.497,62.6503,0.250601,8211.71
306,A40,CUDA Explicit Memory,61147,1,1,1024,2,float,2,932.434,67.1517,0.268607,8801.71
307,A40,CUDA Explicit Memory,65536,1,1,1024,2,float,2,1117.76,60.0386,0.240154,7869.38
308,A40,CUDA Explicit Memory,70239,1,1,1024,2,float,2,1117.76,64.3469,0.257388,8434.08
309,A40,CUDA Explicit Memory,75281,1,1,1024,2,float,2,1168.78,65.9557,0.263823,8644.95
310,A40,CUDA Explicit Memory,80684,1,1,1024,2,float,2,1242.38,66.502,0.266008,8716.54
311,A40,CUDA Explicit Memory,86475,1,1,1024,2,float,2,1425.11,62.136,0.248544,8144.29
312,A40,CUDA Explicit Memory,92681,1,1,1024,2,float,2,1425.16,66.5928,0.266371,8728.45
313,A40,CUDA Explicit Memory,99334,1,1,1024,2,float,2,1552.22,65.5308,0.262123,8589.25
314,A40,CUDA Explicit Memory,106463,1,1,1024,2,float,2,1552.17,70.2358,0.280943,9205.95
315,A40,CUDA Explicit Memory,114104,1,1,1024,2,float,2,1732.63,67.4365,0.269746,8839.04
316,A40,CUDA Explicit Memory,122294,1,1,1024,2,float,2,1861.96,67.2567,0.269027,8815.47
317,A40,CUDA Explicit Memory,131072,1,1,1024,2,float,2,2040.26,65.7845,0.263138,8622.5
318,A40,CUDA Explicit Memory,140479,1,1,1024,2,float,2,2171.59,66.242,0.264968,8682.48
319,A40,CUDA Explicit Memory,150562,1,1,1024,2,float,2,2299.49,67.0475,0.26819,8788.06
320,A40,CUDA Explicit Memory,161368,1,1,1024,2,float,2,2481.06,66.6008,0.266403,8729.5
321,A40,CUDA Explicit Memory,172950,1,1,1024,2,float,2,2655.63,66.6887,0.266755,8741.03
322,A40,CUDA Explicit Memory,185363,1,1,1024,2,float,2,2790.65,68.0171,0.272068,8915.13
323,A40,CUDA Explicit Memory,198668,1,1,1024,2,float,2,2963.45,68.6483,0.274593,8997.87
324,A40,CUDA Explicit Memory,212927,1,1,1024,2,float,2,3100.01,70.3344,0.281338,9218.87
325,A40,CUDA Explicit Memory,228209,1,1,1024,2,float,2,3409.43,68.5411,0.274165,8983.82
326,A40,CUDA Explicit Memory,244589,1,1,1024,2,float,2,3579.25,69.9753,0.279901,9171.8
327,A40,CUDA Explicit Memory,262144,1,1,1024,2,float,2,3887.28,69.0548,0.276219,9051.15
328,A40,CUDA Explicit Memory,280958,1,1,1024,2,float,2,4195.34,68.5762,0.274305,8988.43
329,A40,CUDA Explicit Memory,301124,1,1,1024,2,float,2,4501.12,68.5053,0.274021,8979.13
330,A40,CUDA Explicit Memory,322737,1,1,1024,2,float,2,4811.56,68.6851,0.27474,9002.69
331,A40,CUDA Explicit Memory,345901,1,1,1024,2,float,2,5119.78,69.1831,0.276733,9067.97
332,A40,CUDA Explicit Memory,370727,1,1,1024,2,float,2,5428.01,69.938,0.279752,9166.92
333,A40,CUDA Explicit Memory,397336,1,1,1024,2,float,2,5736.24,70.9301,0.28372,9296.95
334,A40,CUDA Explicit Memory,425854,1,1,1024,2,float,2,6191.41,70.4322,0.281729,9231.68
335,A40,CUDA Explicit Memory,456419,1,1,1024,2,float,2,6661.24,70.1631,0.280652,9196.42
336,A40,CUDA Explicit Memory,489178,1,1,1024,2,float,2,7118.16,70.3718,0.281487,9223.78
337,A40,CUDA Explicit Memory,524288,1,1,512,2,float,2,3793.22,70.7671,0.283068,9275.59
338,A40,CUDA Explicit Memory,561917,1,1,512,2,float,2,4101.63,70.1432,0.280573,9193.8
339,A40,CUDA Explicit Memory,602248,1,1,512,2,float,2,4410.05,69.92,0.27968,9164.55
340,A40,CUDA Explicit Memory,645474,1,1,512,2,float,2,4718.56,70.0388,0.280155,9180.13
341,A40,CUDA Explicit Memory,691802,1,1,512,2,float,2,5027.12,70.4584,0.281834,9235.13
342,A40,CUDA Explicit Memory,741455,1,1,512,2,float,2,5335.73,71.1477,0.284591,9325.48
343,A40,CUDA Explicit Memory,794672,1,1,512,2,float,2,5720.71,71.1226,0.28449,9322.18
344,A40,CUDA Explicit Memory,851708,1,1,512,2,float,2,6183.82,70.5186,0.282075,9243.02
345,A40,CUDA Explicit Memory,912838,1,1,512,2,float,2,6570.27,71.1345,0.284538,9323.74
346,A40,CUDA Explicit Memory,978356,1,1,512,2,float,2,7033.2,71.2219,0.284888,9335.2
347,A40,CUDA Explicit Memory,1048576,1,1,128,2,float,2,1893.24,70.8932,0.283573,9292.12
348,A40,CUDA Explicit Memory,2,1,1,1024,2,float,4,158.199,0.0129457,5.17828e-05,1.69682
349,A40,CUDA Explicit Memory,3,1,1,1024,2,float,4,158.251,0.0194122,7.76487e-05,2.54439
350,A40,CUDA Explicit Memory,4,1,1,1024,2,float,4,158.216,0.0258887,0.000103555,3.39328
351,A40,CUDA Explicit Memory,5,1,1,1024,2,float,4,158.235,0.032357,0.000129428,4.24109
352,A40,CUDA Explicit Memory,6,1,1,1024,2,float,4,158.219,0.0388321,0.000155329,5.08981
353,A40,CUDA Explicit Memory,7,1,1,1024,2,float,4,158.244,0.0452973,0.000181189,5.9372
354,A40,CUDA Explicit Memory,8,1,1,1024,2,float,4,158.213,0.0517783,0.000207113,6.78668
355,A40,CUDA Explicit Memory,9,1,1,1024,2,float,4,158.199,0.0582558,0.000233023,7.6357
356,A40,CUDA Explicit Memory,10,1,1,1024,2,float,4,158.235,0.0647139,0.000258856,8.48218
357,A40,CUDA Explicit Memory,11,1,1,1024,2,float,4,158.242,0.0711821,0.000284729,9.32998
358,A40,CUDA Explicit Memory,12,1,1,1024,2,float,4,158.244,0.0776524,0.00031061,10.1781
359,A40,CUDA Explicit Memory,13,1,1,1024,2,float,4,158.254,0.0841178,0.000336471,11.0255
360,A40,CUDA Explicit Memory,14,1,1,1024,2,float,4,158.274,0.0905769,0.000362308,11.8721
361,A40,CUDA Explicit Memory,16,1,1,1024,2,float,4,158.251,0.103532,0.000414127,13.5701
362,A40,CUDA Explicit Memory,17,1,1,1024,2,float,4,158.214,0.110028,0.000440112,14.4216
363,A40,CUDA Explicit Memory,18,1,1,1024,2,float,4,158.238,0.116483,0.000465931,15.2676
364,A40,CUDA Explicit Memory,19,1,1,1024,2,float,4,158.203,0.122982,0.000491926,16.1194
365,A40,CUDA Explicit Memory,21,1,1,1024,2,float,4,158.201,0.135928,0.000543713,17.8164
366,A40,CUDA Explicit Memory,22,1,1,1024,2,float,4,158.261,0.142347,0.00056939,18.6578
367,A40,CUDA Explicit Memory,24,1,1,1024,2,float,4,158.266,0.155283,0.000621132,20.3533
368,A40,CUDA Explicit Memory,25,1,1,1024,2,float,4,158.233,0.161787,0.000647146,21.2057
369,A40,CUDA Explicit Memory,27,1,1,1024,2,float,4,158.208,0.174757,0.000699027,22.9057
370,A40,CUDA Explicit Memory,29,1,1,1024,2,float,4,158.205,0.187706,0.000750825,24.603
371,A40,CUDA Explicit Memory,32,1,1,1024,2,float,4,158.228,0.207093,0.000828372,27.1441
372,A40,CUDA Explicit Memory,34,1,1,1024,2,float,4,158.225,0.22004,0.000880162,28.8411
373,A40,CUDA Explicit Memory,36,1,1,1024,2,float,4,158.206,0.233013,0.00093205,30.5414
374,A40,CUDA Explicit Memory,39,1,1,1024,2,float,4,158.216,0.252414,0.00100966,33.0844
375,A40,CUDA Explicit Memory,42,1,1,1024,2,float,4,158.221,0.271823,0.00108729,35.6283
376,A40,CUDA Explicit Memory,45,1,1,1024,2,float,4,158.22,0.291239,0.00116496,38.1733
377,A40,CUDA Explicit Memory,48,1,1,1024,2,float,4,196.184,0.25054,0.00100216,32.8388
378,A40,CUDA Explicit Memory,51,1,1,1024,2,float,4,158.232,0.330047,0.00132019,43.26
379,A40,CUDA Explicit Memory,55,1,1,1024,2,float,4,158.282,0.355821,0.00142328,46.6382
380,A40,CUDA Explicit Memory,59,1,1,1024,2,float,4,196.196,0.307937,0.00123175,40.3619
381,A40,CUDA Explicit Memory,64,1,1,1024,2,float,4,196.195,0.334036,0.00133614,43.7827
382,A40,CUDA Explicit Memory,68,1,1,1024,2,float,4,196.206,0.354893,0.00141957,46.5165
383,A40,CUDA Explicit Memory,73,1,1,1024,2,float,4,196.226,0.380948,0.00152379,49.9316
384,A40,CUDA Explicit Memory,78,1,1,1024,2,float,4,196.234,0.407024,0.0016281,53.3495
385,A40,CUDA Explicit Memory,84,1,1,1024,2,float,4,196.175,0.438465,0.00175386,57.4705
386,A40,CUDA Explicit Memory,90,1,1,1024,2,float,4,196.203,0.469719,0.00187887,61.567
387,A40,CUDA Explicit Memory,97,1,1,1024,2,float,4,196.226,0.506193,0.00202477,66.3477
388,A40,CUDA Explicit Memory,103,1,1,1024,2,float,4,196.22,0.537518,0.00215007,70.4536
389,A40,CUDA Explicit Memory,111,1,1,1024,2,float,4,196.233,0.579229,0.00231691,75.9206
390,A40,CUDA Explicit Memory,119,1,1,1024,2,float,4,196.215,0.621033,0.00248413,81.4001
391,A40,CUDA Explicit Memory,128,1,1,1024,2,float,4,196.188,0.668094,0.00267238,87.5684
392,A40,CUDA Explicit Memory,137,1,1,1024,2,float,4,196.243,0.714867,0.00285947,93.6991
393,A40,CUDA Explicit Memory,147,1,1,1024,2,float,4,196.183,0.767284,0.00306914,100.57
394,A40,CUDA Explicit Memory,157,1,1,1024,2,float,4,196.204,0.819392,0.00327757,107.399
395,A40,CUDA Explicit Memory,168,1,1,1024,2,float,4,196.201,0.876814,0.00350726,114.926
396,A40,CUDA Explicit Memory,181,1,1,1024,2,float,4,196.208,0.944629,0.00377852,123.814
397,A40,CUDA Explicit Memory,194,1,1,1024,2,float,4,196.183,1.0126,0.00405042,132.724
398,A40,CUDA Explicit Memory,207,1,1,1024,2,float,4,196.226,1.08022,0.00432089,141.587
399,A40,CUDA Explicit Memory,222,1,1,1024,2,float,4,196.206,1.15862,0.00463447,151.862
400,A40,CUDA Explicit Memory,238,1,1,1024,2,float,4,196.213,1.24208,0.0049683,162.801
401,A40,CUDA Explicit Memory,256,1,1,1024,2,float,4,196.195,1.33614,0.00534456,175.13
402,A40,CUDA Explicit Memory,274,1,1,1024,2,float,4,196.246,1.42971,0.00571886,187.396
403,A40,CUDA Explicit Memory,294,1,1,1024,2,float,4,196.215,1.53431,0.00613726,201.106
404,A40,CUDA Explicit Memory,315,1,1,1024,2,float,4,196.206,1.64398,0.00657594,215.48
405,A40,CUDA Explicit Memory,337,1,1,1024,2,float,4,196.219,1.75869,0.00703476,230.515
406,A40,CUDA Explicit Memory,362,1,1,1024,2,float,4,196.215,1.88919,0.00755675,247.62
407,A40,CUDA Explicit Memory,388,1,1,1024,2,float,4,196.228,2.02475,0.00809898,265.388
408,A40,CUDA Explicit Memory,415,1,1,1024,2,float,4,196.229,2.16563,0.00866253,283.854
409,A40,CUDA Explicit Memory,445,1,1,1024,2,float,4,196.24,2.32205,0.00928822,304.356
410,A40,CUDA Explicit Memory,477,1,1,1024,2,float,4,196.237,2.48907,0.00995627,326.247
411,A40,CUDA Explicit Memory,512,1,1,1024,2,float,4,196.25,2.67154,0.0106861,350.164
412,A40,CUDA Explicit Memory,548,1,1,1024,2,float,4,196.251,2.85936,0.0114375,374.783
413,A40,CUDA Explicit Memory,588,1,1,1024,2,float,4,196.236,3.06831,0.0122732,402.17
414,A40,CUDA Explicit Memory,630,1,1,1024,2,float,4,196.222,3.2877,0.0131508,430.925
415,A40,CUDA Explicit Memory,675,1,1,1024,2,float,4,196.25,3.52204,0.0140881,461.64
416,A40,CUDA Explicit Memory,724,1,1,1024,2,float,4,196.236,3.77797,0.0151119,495.186
417,A40,CUDA Explicit Memory,776,1,1,1024,2,float,4,196.231,4.04943,0.0161977,530.766
418,A40,CUDA Explicit Memory,831,1,1,1024,2,float,4,196.236,4.33633,0.0173453,568.371
419,A40,CUDA Explicit Memory,891,1,1,1024,2,float,4,196.263,4.64878,0.0185951,609.325
420,A40,CUDA Explicit Memory,955,1,1,1024,2,float,4,196.234,4.98344,0.0199338,653.19
421,A40,CUDA Explicit Memory,1024,1,1,1024,2,float,4,196.234,5.34349,0.021374,700.382
422,A40,CUDA Explicit Memory,1097,1,1,1024,2,float,4,196.219,5.72487,0.0228995,750.37
423,A40,CUDA Explicit Memory,1176,1,1,1024,2,float,4,196.279,6.13527,0.0245411,804.162
424,A40,CUDA Explicit Memory,1260,1,1,1024,2,float,4,196.224,6.57533,0.0263013,861.842
425,A40,CUDA Explicit Memory,1351,1,1,1024,2,float,4,196.23,7.05,0.0282,924.057
426,A40,CUDA Explicit Memory,1448,1,1,1024,2,float,4,196.227,7.55632,0.0302253,990.422
427,A40,CUDA Explicit Memory,1552,1,1,1024,2,float,4,196.25,8.09807,0.0323923,1061.43
428,A40,CUDA Explicit Memory,1663,1,1,1024,2,float,4,196.263,8.67667,0.0347067,1137.27
429,A40,CUDA Explicit Memory,1782,1,1,1024,2,float,4,196.304,9.29563,0.0371825,1218.4
430,A40,CUDA Explicit Memory,1910,1,1,1024,2,float,4,196.292,9.96395,0.0398558,1305.99
431,A40,CUDA Explicit Memory,2048,1,1,1024,2,float,4,196.311,10.6828,0.0427312,1400.22
432,A40,CUDA Explicit Memory,2194,1,1,1024,2,float,4,196.363,11.4414,0.0457654,1499.64
433,A40,CUDA Explicit Memory,2352,1,1,1024,2,float,4,196.296,12.2694,0.0490778,1608.18
434,A40,CUDA Explicit Memory,2521,1,1,1024,2,float,4,196.358,13.1469,0.0525877,1723.19
435,A40,CUDA Explicit Memory,2702,1,1,1024,2,float,4,196.371,14.0899,0.0563597,1846.79
436,A40,CUDA Explicit Memory,2896,1,1,1024,2,float,4,196.352,15.103,0.060412,1979.58
437,A40,CUDA Explicit Memory,3104,1,1,1024,2,float,4,196.38,16.1854,0.0647416,2121.45
438,A40,CUDA Explicit Memory,3326,1,1,1024,2,float,4,196.365,17.3444,0.0693775,2273.36
439,A40,CUDA Explicit Memory,3565,1,1,1024,2,float,4,196.362,18.591,0.0743639,2436.76
440,A40,CUDA Explicit Memory,3821,1,1,1024,2,float,4,196.353,19.9269,0.0797077,2611.86
441,A40,CUDA Explicit Memory,4096,1,1,1024,2,float,4,196.361,21.3602,0.0854406,2799.72
442,A40,CUDA Explicit Memory,4389,1,1,1024,2,float,4,196.329,22.8918,0.0915673,3000.48
443,A40,CUDA Explicit Memory,4705,1,1,1024,2,float,4,196.357,24.5365,0.098146,3216.05
444,A40,CUDA Explicit Memory,5042,1,1,1024,2,float,4,196.428,26.2845,0.105138,3445.17
445,A40,CUDA Explicit Memory,5404,1,1,1024,2,float,4,234.842,23.5635,0.094254,3088.52
446,A40,CUDA Explicit Memory,5792,1,1,1024,2,float,4,312.37,18.9871,0.0759486,2488.68
447,A40,CUDA Explicit Memory,6208,1,1,1024,2,float,4,312.361,20.3514,0.0814057,2667.5
448,A40,CUDA Explicit Memory,6653,1,1,1024,2,float,4,312.36,21.8103,0.0872412,2858.72
449,A40,CUDA Explicit Memory,7131,1,1,1024,2,float,4,312.335,23.3792,0.0935167,3064.36
450,A40,CUDA Explicit Memory,7643,1,1,1024,2,float,4,312.319,25.0591,0.100236,3284.54
451,A40,CUDA Explicit Memory,8192,1,1,1024,2,float,4,312.295,26.8612,0.107445,3520.75
452,A40,CUDA Explicit Memory,8779,1,1,1024,2,float,4,312.285,28.7868,0.115147,3773.15
453,A40,CUDA Explicit Memory,9410,1,1,1024,2,float,4,312.226,30.8617,0.123447,4045.11
454,A40,CUDA Explicit Memory,10085,1,1,1024,2,float,4,312.216,33.0765,0.132306,4335.41
455,A40,CUDA Explicit Memory,10809,1,1,1024,2,float,4,503.568,21.98,0.0879199,2880.96
456,A40,CUDA Explicit Memory,11585,1,1,1024,2,float,4,503.55,23.5588,0.0942353,3087.9
457,A40,CUDA Explicit Memory,12416,1,1,1024,2,float,4,503.493,25.2516,0.101006,3309.77
458,A40,CUDA Explicit Memory,13307,1,1,1024,2,float,4,503.388,27.0693,0.108277,3548.03
459,A40,CUDA Explicit Memory,14263,1,1,1024,2,float,4,503.421,29.0121,0.116048,3802.67
460,A40,CUDA Explicit Memory,15286,1,1,1024,2,float,4,503.416,31.0933,0.124373,4075.46
461,A40,CUDA Explicit Memory,16384,1,1,1024,2,float,4,622.582,26.9478,0.107791,3532.1
462,A40,CUDA Explicit Memory,17559,1,1,1024,2,float,4,622.49,28.8847,0.115539,3785.97
463,A40,CUDA Explicit Memory,18820,1,1,1024,2,float,4,622.487,30.9592,0.123837,4057.88
464,A40,CUDA Explicit Memory,20171,1,1,1024,2,float,4,622.447,33.1837,0.132735,4349.45
465,A40,CUDA Explicit Memory,21618,1,1,1024,2,float,4,810.612,27.3088,0.109235,3579.42
466,A40,CUDA Explicit Memory,23170,1,1,1024,2,float,4,810.561,29.2712,0.117085,3836.63
467,A40,CUDA Explicit Memory,24833,1,1,1024,2,float,4,810.52,31.3737,0.125495,4112.21
468,A40,CUDA Explicit Memory,26615,1,1,1024,2,float,4,810.408,33.6297,0.134519,4407.91
469,A40,CUDA Explicit Memory,28526,1,1,1024,2,float,4,932.47,31.3261,0.125304,4105.97
470,A40,CUDA Explicit Memory,30573,1,1,1024,2,float,4,932.425,33.5756,0.134302,4400.82
471,A40,CUDA Explicit Memory,32768,1,1,1024,2,float,4,1117.75,30.0196,0.120078,3934.72
472,A40,CUDA Explicit Memory,35119,1,1,1024,2,float,4,1117.77,32.1727,0.128691,4216.94
473,A40,CUDA Explicit Memory,37640,1,1,1024,2,float,4,1168.69,32.9799,0.13192,4322.75
474,A40,CUDA Explicit Memory,40342,1,1,1024,2,float,4,1242.37,33.2512,0.133005,4358.3
475,A40,CUDA Explicit Memory,43237,1,1,1024,2,float,4,1425.11,31.0675,0.12427,4072.08
476,A40,CUDA Explicit Memory,46340,1,1,1024,2,float,4,1425.15,33.2963,0.133185,4364.21
477,A40,CUDA Explicit Memory,49667,1,1,1024,2,float,4,1552.23,32.7651,0.131061,4294.59
478,A40,CUDA Explicit Memory,53231,1,1,1024,2,float,4,1552.17,35.1175,0.14047,4602.93
479,A40,CUDA Explicit Memory,57052,1,1,1024,2,float,4,1732.65,33.7178,0.134871,4419.46
480,A40,CUDA Explicit Memory,61147,1,1,1024,2,float,4,1861.96,33.6284,0.134513,4407.74
481,A40,CUDA Explicit Memory,65536,1,1,1024,2,float,4,2040.25,32.8925,0.13157,4311.29
482,A40,CUDA Explicit Memory,70239,1,1,1024,2,float,4,2171.56,33.1212,0.132485,4341.26
483,A40,CUDA Explicit Memory,75281,1,1,1024,2,float,4,2299.49,33.5238,0.134095,4394.03
484,A40,CUDA Explicit Memory,80684,1,1,1024,2,float,4,2481.04,33.3007,0.133203,4364.78
485,A40,CUDA Explicit Memory,86475,1,1,1024,2,float,4,2655.62,33.3445,0.133378,4370.53
486,A40,CUDA Explicit Memory,92681,1,1,1024,2,float,4,2790.65,34.0084,0.136034,4457.55
487,A40,CUDA Explicit Memory,99334,1,1,1024,2,float,4,2963.43,34.3244,0.137297,4498.96
488,A40,CUDA Explicit Memory,106463,1,1,1024,2,float,4,3100.01,35.167,0.140668,4609.41
489,A40,CUDA Explicit Memory,114104,1,1,1024,2,float,4,3409.44,34.2703,0.137081,4491.87
490,A40,CUDA Explicit Memory,122294,1,1,1024,2,float,4,3579.28,34.9872,0.139949,4585.84
491,A40,CUDA Explicit Memory,131072,1,1,1024,2,float,4,3887.29,34.5273,0.138109,4525.56
492,A40,CUDA Explicit Memory,140479,1,1,1024,2,float,4,4195.35,34.2881,0.137152,4494.21
493,A40,CUDA Explicit Memory,150562,1,1,1024,2,float,4,4500.85,34.2548,0.137019,4489.84
494,A40,CUDA Explicit Memory,161368,1,1,1024,2,float,4,4811.57,34.3424,0.137369,4501.32
495,A40,CUDA Explicit Memory,172950,1,1,1024,2,float,4,5119.78,34.5915,0.138366,4533.97
496,A40,CUDA Explicit Memory,185363,1,1,1024,2,float,4,5428.03,34.9688,0.139875,4583.44
497,A40,CUDA Explicit Memory,198668,1,1,1024,2,float,4,5736.3,35.4647,0.141859,4648.42
498,A40,CUDA Explicit Memory,212927,1,1,1024,2,float,4,6191.47,35.2157,0.140863,4615.8
499,A40,CUDA Explicit Memory,228209,1,1,1024,2,float,4,6661.3,35.0812,0.140325,4598.16
500,A40,CUDA Explicit Memory,244589,1,1,1024,2,float,4,7118.2,35.1858,0.140743,4611.87
501,A40,CUDA Explicit Memory,262144,1,1,1024,2,float,4,7586.47,35.3834,0.141534,4637.78
502,A40,CUDA Explicit Memory,280958,1,1,1024,2,float,4,8203.27,35.0715,0.140286,4596.89
503,A40,CUDA Explicit Memory,301124,1,1,1024,2,float,4,8820.1,34.96,0.13984,4582.28
504,A40,CUDA Explicit Memory,322737,1,1,1024,2,float,4,9437.09,35.0196,0.140078,4590.08
505,A40,CUDA Explicit Memory,345901,1,1,1024,2,float,4,10054.3,35.229,0.140916,4617.54
506,A40,CUDA Explicit Memory,370727,1,1,1024,2,float,4,10671.4,35.5739,0.142296,4662.74
507,A40,CUDA Explicit Memory,397336,1,1,1024,2,float,4,11441.4,35.5614,0.142246,4661.11
508,A40,CUDA Explicit Memory,425854,1,1,1024,2,float,4,12367.6,35.2593,0.141037,4621.51
509,A40,CUDA Explicit Memory,456419,1,1,1024,2,float,4,13140.5,35.5673,0.142269,4661.88
510,A40,CUDA Explicit Memory,489178,1,1,1024,2,float,4,14066.4,35.611,0.142444,4667.61
511,A40,CUDA Explicit Memory,524288,1,1,512,2,float,4,7572.88,35.4469,0.141788,4646.1
512,A40,CUDA Explicit Memory,561917,1,1,512,2,float,4,8113.26,35.4606,0.141843,4647.9
513,A40,CUDA Explicit Memory,602248,1,1,512,2,float,4,8730.36,35.3194,0.141278,4629.38
514,A40,CUDA Explicit Memory,645474,1,1,512,2,float,4,9347.66,35.3546,0.141418,4633.99
515,A40,CUDA Explicit Memory,691802,1,1,512,2,float,4,9965.15,35.5441,0.142176,4658.84
516,A40,CUDA Explicit Memory,741455,1,1,512,2,float,4,10659.6,35.6135,0.142454,4667.94
517,A40,CUDA Explicit Memory,794672,1,1,512,2,float,4,11431.2,35.5932,0.142373,4665.28
518,A40,CUDA Explicit Memory,851708,1,1,512,2,float,4,12279.8,35.5114,0.142046,4654.55
519,A40,CUDA Explicit Memory,912838,1,1,512,2,float,4,13128.7,35.5993,0.142397,4666.07
520,A40,CUDA Explicit Memory,978356,1,1,512,2,float,4,14054.7,35.6406,0.142562,4671.48
521,A40,CUDA Explicit Memory,1048576,1,1,128,2,float,4,3783.7,35.4726,0.14189,4649.46
522,A40,CUDA Explicit Memory,2,1,1,1024,2,float,8,158.224,0.0129437,5.17746e-05,1.69655
523,A40,CUDA Explicit Memory,3,1,1,1024,2,float,8,158.239,0.0194137,7.76549e-05,2.5446
524,A40,CUDA Explicit Memory,4,1,1,1024,2,float,8,158.279,0.0258783,0.000103513,3.39192
525,A40,CUDA Explicit Memory,5,1,1,1024,2,float,8,158.233,0.0323574,0.00012943,4.24115
526,A40,CUDA Explicit Memory,6,1,1,1024,2,float,8,158.236,0.0388281,0.000155312,5.08928
527,A40,CUDA Explicit Memory,7,1,1,1024,2,float,8,158.195,0.0453111,0.000181244,5.93901
528,A40,CUDA Explicit Memory,8,1,1,1024,2,float,8,158.243,0.0517685,0.000207074,6.7854
529,A40,CUDA Explicit Memory,9,1,1,1024,2,float,8,158.325,0.0582095,0.000232838,7.62963
530,A40,CUDA Explicit Memory,10,1,1,1024,2,float,8,158.267,0.064701,0.000258804,8.48049
531,A40,CUDA Explicit Memory,11,1,1,1024,2,float,8,158.211,0.0711959,0.000284784,9.33179
532,A40,CUDA Explicit Memory,12,1,1,1024,2,float,8,158.235,0.0776567,0.000310627,10.1786
533,A40,CUDA Explicit Memory,13,1,1,1024,2,float,8,158.222,0.0841351,0.00033654,11.0278
