,gpu,backend,nx,ny,nz,nIt,nWarmUp,type,stride,time,mlups,bandwidth,compute
140,A40,CUDA Explicit Memory,106463,1,1,1024,2,float,1,810.429,134.519,0.538076,17631.7
141,A40,CUDA Explicit Memory,114104,1,1,1024,2,float,1,932.477,125.303,0.501214,16423.8
142,A40,CUDA Explicit Memory,122294,1,1,1024,2,float,1,932.436,134.303,0.537212,17603.4
143,A40,CUDA Explicit Memory,131072,1,1,1024,2,float,1,1117.74,120.079,0.480316,15739.0
144,A40,CUDA Explicit Memory,140479,1,1,1024,2,float,1,1117.75,128.696,0.514784,16868.5
145,A40,CUDA Explicit Memory,150562,1,1,1024,2,float,1,1168.78,131.911,0.527646,17289.9
146,A40,CUDA Explicit Memory,161368,1,1,1024,2,float,1,1242.38,133.004,0.532014,17433.0
147,A40,CUDA Explicit Memory,172950,1,1,1024,2,float,1,1425.11,124.271,0.497085,16288.5
148,A40,CUDA Explicit Memory,185363,1,1,1024,2,float,1,1425.14,133.188,0.532753,17457.2
149,A40,CUDA Explicit Memory,198668,1,1,1024,2,float,1,1552.24,131.059,0.524238,17178.2
150,A40,CUDA Explicit Memory,212927,1,1,1024,2,float,1,1552.14,140.475,0.561901,18412.4
151,A40,CUDA Explicit Memory,228209,1,1,1024,2,float,1,1732.64,134.873,0.539492,17678.1
152,A40,CUDA Explicit Memory,244589,1,1,1024,2,float,1,1861.95,134.514,0.538057,17631.1
153,A40,CUDA Explicit Memory,262144,1,1,1024,2,float,1,2040.25,131.57,0.526279,17245.1
154,A40,CUDA Explicit Memory,280958,1,1,1024,2,float,1,2171.57,132.485,0.529941,17365.1
155,A40,CUDA Explicit Memory,301124,1,1,1024,2,float,1,2299.49,134.095,0.536381,17576.1
156,A40,CUDA Explicit Memory,322737,1,1,1024,2,float,1,2481.07,133.202,0.532807,17459.0
157,A40,CUDA Explicit Memory,345901,1,1,1024,2,float,1,2655.62,133.378,0.533513,17482.2
158,A40,CUDA Explicit Memory,370727,1,1,1024,2,float,1,2790.64,136.035,0.544139,17830.3
159,A40,CUDA Explicit Memory,397336,1,1,1024,2,float,1,2963.42,137.298,0.549192,17995.9
160,A40,CUDA Explicit Memory,425854,1,1,1024,2,float,1,3100.01,140.669,0.562675,18437.7
161,A40,CUDA Explicit Memory,456419,1,1,1024,2,float,1,3409.42,137.083,0.548331,17967.7
162,A40,CUDA Explicit Memory,489178,1,1,1024,2,float,1,3579.28,139.95,0.559798,18343.5
163,A40,CUDA Explicit Memory,524288,1,1,512,2,float,1,1943.65,138.109,0.552436,18102.2
164,A40,CUDA Explicit Memory,561917,1,1,512,2,float,1,2097.67,137.153,0.548611,17976.9
165,A40,CUDA Explicit Memory,602248,1,1,512,2,float,1,2250.38,137.022,0.548087,17959.7
166,A40,CUDA Explicit Memory,645474,1,1,512,2,float,1,2405.79,137.37,0.549478,18005.3
167,A40,CUDA Explicit Memory,691802,1,1,512,2,float,1,2559.91,138.365,0.553462,18135.8
168,A40,CUDA Explicit Memory,741455,1,1,512,2,float,1,2714.01,139.876,0.559503,18333.8
169,A40,CUDA Explicit Memory,794672,1,1,512,2,float,1,2868.12,141.86,0.56744,18593.9
170,A40,CUDA Explicit Memory,851708,1,1,512,2,float,1,3095.71,140.864,0.563457,18463.4
171,A40,CUDA Explicit Memory,912838,1,1,512,2,float,1,3330.64,140.325,0.561301,18392.7
172,A40,CUDA Explicit Memory,978356,1,1,512,2,float,1,3559.08,140.744,0.562974,18447.5
173,A40,CUDA Explicit Memory,1048576,1,1,128,2,float,1,948.312,141.533,0.566133,18551.0
174,A40,CUDA Explicit Memory,2,1,1,1024,2,float,2,158.202,0.0129455,5.17818e-05,1.69679
175,A40,CUDA Explicit Memory,3,1,1,1024,2,float,2,158.252,0.0194121,7.76485e-05,2.54439
176,A40,CUDA Explicit Memory,4,1,1,1024,2,float,2,158.262,0.0258811,0.000103524,3.39228
177,A40,CUDA Explicit Memory,5,1,1,1024,2,float,2,158.259,0.0323521,0.000129408,4.24046
178,A40,CUDA Explicit Memory,6,1,1,1024,2,float,2,158.221,0.0388317,0.000155327,5.08975
179,A40,CUDA Explicit Memory,7,1,1,1024,2,float,2,158.216,0.0453052,0.000181221,5.93825
180,A40,CUDA Explicit Memory,8,1,1,1024,2,float,2,158.235,0.0517713,0.000207085,6.78576
181,A40,CUDA Explicit Memory,9,1,1,1024,2,float,2,158.249,0.0582375,0.00023295,7.6333
182,A40,CUDA Explicit Memory,10,1,1,1024,2,float,2,158.198,0.064729,0.000258916,8.48416
183,A40,CUDA Explicit Memory,11,1,1,1024,2,float,2,158.269,0.0711702,0.000284681,9.32842
184,A40,CUDA Explicit Memory,12,1,1,1024,2,float,2,158.218,0.0776648,0.000310659,10.1797
185,A40,CUDA Explicit Memory,13,1,1,1024,2,float,2,158.246,0.0841223,0.000336489,11.0261
186,A40,CUDA Explicit Memory,14,1,1,1024,2,float,2,158.217,0.0906095,0.000362438,11.8764
187,A40,CUDA Explicit Memory,16,1,1,1024,2,float,2,158.201,0.103564,0.000414257,13.5744
188,A40,CUDA Explicit Memory,17,1,1,1024,2,float,2,158.219,0.110024,0.000440098,14.4211
189,A40,CUDA Explicit Memory,18,1,1,1024,2,float,2,158.218,0.116498,0.00046599,15.2696
190,A40,CUDA Explicit Memory,19,1,1,1024,2,float,2,158.214,0.122973,0.000491892,16.1183
191,A40,CUDA Explicit Memory,21,1,1,1024,2,float,2,158.195,0.135934,0.000543735,17.8171
192,A40,CUDA Explicit Memory,22,1,1,1024,2,float,2,158.2,0.142402,0.000569609,18.6649
193,A40,CUDA Explicit Memory,24,1,1,1024,2,float,2,158.203,0.155344,0.000621378,20.3613
194,A40,CUDA Explicit Memory,25,1,1,1024,2,float,2,158.218,0.161802,0.000647209,21.2077
195,A40,CUDA Explicit Memory,27,1,1,1024,2,float,2,158.194,0.174773,0.000699092,22.9078
196,A40,CUDA Explicit Memory,29,1,1,1024,2,float,2,158.249,0.187653,0.000750613,24.5961
197,A40,CUDA Explicit Memory,32,1,1,1024,2,float,2,158.191,0.207141,0.000828566,27.1504
198,A40,CUDA Explicit Memory,34,1,1,1024,2,float,2,158.204,0.22007,0.000880279,28.845
199,A40,CUDA Explicit Memory,36,1,1,1024,2,float,2,158.259,0.232934,0.000931736,30.5311
200,A40,CUDA Explicit Memory,39,1,1,1024,2,float,2,158.272,0.252325,0.0010093,33.0727
201,A40,CUDA Explicit Memory,42,1,1,1024,2,float,2,158.239,0.271792,0.00108717,35.6243
202,A40,CUDA Explicit Memory,45,1,1,1024,2,float,2,158.196,0.291284,0.00116514,38.1792
203,A40,CUDA Explicit Memory,48,1,1,1024,2,float,2,158.271,0.310556,0.00124222,40.7052
204,A40,CUDA Explicit Memory,51,1,1,1024,2,float,2,158.239,0.330032,0.00132013,43.2579
205,A40,CUDA Explicit Memory,55,1,1,1024,2,float,2,158.245,0.355904,0.00142362,46.6491
206,A40,CUDA Explicit Memory,59,1,1,1024,2,float,2,158.238,0.381804,0.00152722,50.0438
207,A40,CUDA Explicit Memory,64,1,1,1024,2,float,2,158.262,0.414098,0.00165639,54.2767
208,A40,CUDA Explicit Memory,68,1,1,1024,2,float,2,158.246,0.440023,0.00176009,57.6748
209,A40,CUDA Explicit Memory,73,1,1,1024,2,float,2,158.259,0.472339,0.00188936,61.9104
210,A40,CUDA Explicit Memory,78,1,1,1024,2,float,2,158.212,0.504842,0.00201937,66.1707
211,A40,CUDA Explicit Memory,84,1,1,1024,2,float,2,158.243,0.543568,0.00217427,71.2466
212,A40,CUDA Explicit Memory,90,1,1,1024,2,float,2,158.208,0.582523,0.00233009,76.3524
213,A40,CUDA Explicit Memory,97,1,1,1024,2,float,2,158.211,0.627819,0.00251128,82.2895
214,A40,CUDA Explicit Memory,103,1,1,1024,2,float,2,158.248,0.666497,0.00266599,87.3591
215,A40,CUDA Explicit Memory,111,1,1,1024,2,float,2,158.247,0.718269,0.00287307,94.1449
216,A40,CUDA Explicit Memory,119,1,1,1024,2,float,2,196.205,0.621064,0.00248426,81.4041
217,A40,CUDA Explicit Memory,128,1,1,1024,2,float,2,196.175,0.668139,0.00267256,87.5743
218,A40,CUDA Explicit Memory,137,1,1,1024,2,float,2,196.248,0.714849,0.0028594,93.6967
219,A40,CUDA Explicit Memory,147,1,1,1024,2,float,2,196.194,0.767239,0.00306896,100.564
220,A40,CUDA Explicit Memory,157,1,1,1024,2,float,2,196.217,0.819338,0.00327735,107.392
221,A40,CUDA Explicit Memory,168,1,1,1024,2,float,2,196.225,0.876709,0.00350684,114.912
222,A40,CUDA Explicit Memory,181,1,1,1024,2,float,2,196.192,0.944709,0.00377883,123.825
223,A40,CUDA Explicit Memory,194,1,1,1024,2,float,2,196.23,1.01236,0.00404945,132.692
224,A40,CUDA Explicit Memory,207,1,1,1024,2,float,2,196.246,1.08011,0.00432046,141.573
225,A40,CUDA Explicit Memory,222,1,1,1024,2,float,2,196.195,1.15869,0.00463474,151.871
226,A40,CUDA Explicit Memory,238,1,1,1024,2,float,2,196.219,1.24204,0.00496817,162.797
227,A40,CUDA Explicit Memory,256,1,1,1024,2,float,2,196.179,1.33625,0.005345,175.145
228,A40,CUDA Explicit Memory,274,1,1,1024,2,float,2,196.224,1.42987,0.0057195,187.416
229,A40,CUDA Explicit Memory,294,1,1,1024,2,float,2,196.228,1.53422,0.00613686,201.093
230,A40,CUDA Explicit Memory,315,1,1,1024,2,float,2,196.22,1.64387,0.00657549,215.466
231,A40,CUDA Explicit Memory,337,1,1,1024,2,float,2,196.179,1.75904,0.00703617,230.561
232,A40,CUDA Explicit Memory,362,1,1,1024,2,float,2,196.226,1.88909,0.00755634,247.606
233,A40,CUDA Explicit Memory,388,1,1,1024,2,float,2,196.214,2.0249,0.00809958,265.407
234,A40,CUDA Explicit Memory,415,1,1,1024,2,float,2,196.207,2.16587,0.00866349,283.885
235,A40,CUDA Explicit Memory,445,1,1,1024,2,float,2,196.239,2.32207,0.00928828,304.358
236,A40,CUDA Explicit Memory,477,1,1,1024,2,float,2,196.205,2.48948,0.00995794,326.302
237,A40,CUDA Explicit Memory,512,1,1,1024,2,float,2,196.213,2.67204,0.0106881,350.229
238,A40,CUDA Explicit Memory,548,1,1,1024,2,float,2,196.229,2.85968,0.0114387,374.824
239,A40,CUDA Explicit Memory,588,1,1,1024,2,float,2,196.222,3.06852,0.0122741,402.197
240,A40,CUDA Explicit Memory,630,1,1,1024,2,float,2,196.204,3.28801,0.0131521,430.967
241,A40,CUDA Explicit Memory,675,1,1,1024,2,float,2,196.211,3.52274,0.014091,461.732
242,A40,CUDA Explicit Memory,724,1,1,1024,2,float,2,196.258,3.77757,0.0151103,495.133
243,A40,CUDA Explicit Memory,776,1,1,1024,2,float,2,196.241,4.04924,0.0161969,530.741
244,A40,CUDA Explicit Memory,831,1,1,1024,2,float,2,196.233,4.33639,0.0173455,568.379
245,A40,CUDA Explicit Memory,891,1,1,1024,2,float,2,196.3,4.6479,0.0185916,609.21
246,A40,CUDA Explicit Memory,955,1,1,1024,2,float,2,196.262,4.98272,0.0199309,653.095
247,A40,CUDA Explicit Memory,1024,1,1,1024,2,float,2,196.249,5.3431,0.0213724,700.33
248,A40,CUDA Explicit Memory,1097,1,1,1024,2,float,2,196.234,5.72443,0.0228977,750.312
249,A40,CUDA Explicit Memory,1176,1,1,1024,2,float,2,196.226,6.13693,0.0245477,804.379
250,A40,CUDA Explicit Memory,1260,1,1,1024,2,float,2,196.227,6.57523,0.0263009,861.828
251,A40,CUDA Explicit Memory,1351,1,1,1024,2,float,2,196.3,7.0475,0.02819,923.73
252,A40,CUDA Explicit Memory,1448,1,1,1024,2,float,2,196.304,7.55334,0.0302134,990.031
253,A40,CUDA Explicit Memory,1552,1,1,1024,2,float,2,196.26,8.09767,0.0323907,1061.38
254,A40,CUDA Explicit Memory,1663,1,1,1024,2,float,2,196.226,8.6783,0.0347132,1137.48
255,A40,CUDA Explicit Memory,1782,1,1,1024,2,float,2,196.285,9.29652,0.0371861,1218.51
256,A40,CUDA Explicit Memory,1910,1,1,1024,2,float,2,196.252,9.96599,0.0398639,1306.26
257,A40,CUDA Explicit Memory,2048,1,1,1024,2,float,2,196.231,10.6872,0.0427486,1400.79
258,A40,CUDA Explicit Memory,2194,1,1,1024,2,float,2,196.23,11.4491,0.0457964,1500.66
259,A40,CUDA Explicit Memory,2352,1,1,1024,2,float,2,196.295,12.2696,0.0490782,1608.2
260,A40,CUDA Explicit Memory,2521,1,1,1024,2,float,2,196.23,13.1555,0.052622,1724.32
261,A40,CUDA Explicit Memory,2702,1,1,1024,2,float,2,196.263,14.0976,0.0563905,1847.8
262,A40,CUDA Explicit Memory,2896,1,1,1024,2,float,2,196.224,15.1129,0.0604514,1980.87
263,A40,CUDA Explicit Memory,3104,1,1,1024,2,float,2,196.225,16.1982,0.0647928,2123.13
264,A40,CUDA Explicit Memory,3326,1,1,1024,2,float,2,196.272,17.3526,0.0694104,2274.44
265,A40,CUDA Explicit Memory,3565,1,1,1024,2,float,2,196.276,18.5991,0.0743964,2437.82
266,A40,CUDA Explicit Memory,3821,1,1,1024,2,float,2,196.331,19.9291,0.0797163,2612.15
267,A40,CUDA Explicit Memory,4096,1,1,1024,2,float,2,196.312,21.3655,0.085462,2800.42
