,gpu,backend,nx,ny,nz,nIt,nWarmUp,type,stride,time,mlups,bandwidth,compute
543,A100-SXM4-80GB,CUDA Explicit Memory,27,1,1,1024,2,double,8,385.286,0.0717596,0.000574077,9.40568
544,A100-SXM4-80GB,CUDA Explicit Memory,29,1,1,1024,2,double,8,385.261,0.0770802,0.000616642,10.1031
545,A100-SXM4-80GB,CUDA Explicit Memory,32,1,1,1024,2,double,8,385.18,0.085072,0.000680576,11.1506
546,A100-SXM4-80GB,CUDA Explicit Memory,34,1,1,1024,2,double,8,385.192,0.090386,0.000723088,11.8471
547,A100-SXM4-80GB,CUDA Explicit Memory,36,1,1,1024,2,double,8,385.23,0.0956935,0.000765548,12.5427
548,A100-SXM4-80GB,CUDA Explicit Memory,39,1,1,1024,2,double,8,385.25,0.103662,0.0008293,13.5873
549,A100-SXM4-80GB,CUDA Explicit Memory,42,1,1,1024,2,double,8,385.212,0.111648,0.00089318,14.6339
550,A100-SXM4-80GB,CUDA Explicit Memory,45,1,1,1024,2,double,8,385.27,0.119604,0.000956835,15.6768
551,A100-SXM4-80GB,CUDA Explicit Memory,48,1,1,1024,2,double,8,385.209,0.127598,0.00102079,16.7246
552,A100-SXM4-80GB,CUDA Explicit Memory,51,1,1,1024,2,double,8,386.574,0.135095,0.00108076,17.7071
553,A100-SXM4-80GB,CUDA Explicit Memory,55,1,1,1024,2,double,8,386.524,0.145709,0.00116567,19.0984
554,A100-SXM4-80GB,CUDA Explicit Memory,59,1,1,1024,2,double,8,386.461,0.156331,0.00125065,20.4907
555,A100-SXM4-80GB,CUDA Explicit Memory,64,1,1,1024,2,double,8,386.346,0.16963,0.00135704,22.2338
556,A100-SXM4-80GB,CUDA Explicit Memory,68,1,1,1024,2,double,8,386.386,0.180213,0.00144171,23.6209
557,A100-SXM4-80GB,CUDA Explicit Memory,73,1,1,1024,2,double,8,386.499,0.193408,0.00154726,25.3504
558,A100-SXM4-80GB,CUDA Explicit Memory,78,1,1,1024,2,double,8,386.618,0.206591,0.00165273,27.0783
559,A100-SXM4-80GB,CUDA Explicit Memory,84,1,1,1024,2,double,8,386.42,0.222597,0.00178078,29.1763
560,A100-SXM4-80GB,CUDA Explicit Memory,90,1,1,1024,2,double,8,386.361,0.238534,0.00190827,31.2651
561,A100-SXM4-80GB,CUDA Explicit Memory,97,1,1,1024,2,double,8,386.583,0.256938,0.00205551,33.6774
562,A100-SXM4-80GB,CUDA Explicit Memory,103,1,1,1024,2,double,8,386.576,0.272836,0.00218269,35.7612
563,A100-SXM4-80GB,CUDA Explicit Memory,111,1,1,1024,2,double,8,386.689,0.293942,0.00235153,38.5275
564,A100-SXM4-80GB,CUDA Explicit Memory,119,1,1,1024,2,double,8,386.53,0.315256,0.00252205,41.3212
565,A100-SXM4-80GB,CUDA Explicit Memory,128,1,1,1024,2,double,8,386.594,0.339043,0.00271235,44.4391
566,A100-SXM4-80GB,CUDA Explicit Memory,137,1,1,1024,2,double,8,386.512,0.362959,0.00290367,47.5737
567,A100-SXM4-80GB,CUDA Explicit Memory,147,1,1,1024,2,double,8,386.573,0.38939,0.00311512,51.0382
568,A100-SXM4-80GB,CUDA Explicit Memory,157,1,1,1024,2,double,8,386.669,0.415776,0.00332621,54.4967
569,A100-SXM4-80GB,CUDA Explicit Memory,168,1,1,1024,2,double,8,386.526,0.445072,0.00356058,58.3365
570,A100-SXM4-80GB,CUDA Explicit Memory,181,1,1,1024,2,double,8,386.852,0.479109,0.00383287,62.7977
571,A100-SXM4-80GB,CUDA Explicit Memory,194,1,1,1024,2,double,8,386.918,0.513432,0.00410746,67.2966
572,A100-SXM4-80GB,CUDA Explicit Memory,207,1,1,1024,2,double,8,387.087,0.547597,0.00438078,71.7747
573,A100-SXM4-80GB,CUDA Explicit Memory,222,1,1,1024,2,double,8,386.934,0.587512,0.00470009,77.0063
574,A100-SXM4-80GB,CUDA Explicit Memory,238,1,1,1024,2,double,8,386.819,0.630041,0.00504033,82.5807
575,A100-SXM4-80GB,CUDA Explicit Memory,256,1,1,1024,2,double,8,386.94,0.67748,0.00541984,88.7987
576,A100-SXM4-80GB,CUDA Explicit Memory,274,1,1,1024,2,double,8,386.944,0.725107,0.00580086,95.0412
577,A100-SXM4-80GB,CUDA Explicit Memory,294,1,1,1024,2,double,8,386.843,0.778239,0.00622591,102.005
578,A100-SXM4-80GB,CUDA Explicit Memory,315,1,1,1024,2,double,8,387.029,0.833426,0.0066674,109.239
579,A100-SXM4-80GB,CUDA Explicit Memory,337,1,1,1024,2,double,8,387.123,0.891418,0.00713134,116.84
580,A100-SXM4-80GB,CUDA Explicit Memory,362,1,1,1024,2,double,8,386.803,0.958338,0.0076667,125.611
581,A100-SXM4-80GB,CUDA Explicit Memory,388,1,1,1024,2,double,8,386.887,1.02695,0.00821557,134.604
582,A100-SXM4-80GB,CUDA Explicit Memory,415,1,1,1024,2,double,8,386.868,1.09846,0.0087877,143.978
583,A100-SXM4-80GB,CUDA Explicit Memory,445,1,1,1024,2,double,8,386.992,1.17749,0.00941994,154.336
584,A100-SXM4-80GB,CUDA Explicit Memory,477,1,1,1024,2,double,8,387.014,1.26209,0.0100968,165.425
585,A100-SXM4-80GB,CUDA Explicit Memory,512,1,1,1024,2,double,8,387.169,1.35416,0.0108333,177.492
586,A100-SXM4-80GB,CUDA Explicit Memory,548,1,1,1024,2,double,8,386.913,1.45033,0.0116026,190.098
587,A100-SXM4-80GB,CUDA Explicit Memory,588,1,1,1024,2,double,8,387.043,1.55567,0.0124454,203.905
588,A100-SXM4-80GB,CUDA Explicit Memory,630,1,1,1024,2,double,8,387.154,1.66631,0.0133305,218.407
589,A100-SXM4-80GB,CUDA Explicit Memory,675,1,1,1024,2,double,8,386.899,1.78651,0.0142921,234.162
590,A100-SXM4-80GB,CUDA Explicit Memory,724,1,1,1024,2,double,8,386.981,1.91579,0.0153263,251.107
591,A100-SXM4-80GB,CUDA Explicit Memory,776,1,1,1024,2,double,8,387.084,2.05284,0.0164228,269.07
592,A100-SXM4-80GB,CUDA Explicit Memory,831,1,1,1024,2,double,8,387.318,2.19702,0.0175761,287.967
593,A100-SXM4-80GB,CUDA Explicit Memory,891,1,1,1024,2,double,8,387.424,2.355,0.01884,308.675
594,A100-SXM4-80GB,CUDA Explicit Memory,955,1,1,1024,2,double,8,387.508,2.52361,0.0201889,330.775
595,A100-SXM4-80GB,CUDA Explicit Memory,1024,1,1,1024,2,double,8,387.418,2.70657,0.0216526,354.756
596,A100-SXM4-80GB,CUDA Explicit Memory,1097,1,1,1024,2,double,8,387.189,2.90124,0.0232099,380.271
597,A100-SXM4-80GB,CUDA Explicit Memory,1176,1,1,1024,2,double,8,387.209,3.11001,0.0248801,407.635
598,A100-SXM4-80GB,CUDA Explicit Memory,1260,1,1,1024,2,double,8,387.188,3.33233,0.0266587,436.776
599,A100-SXM4-80GB,CUDA Explicit Memory,1351,1,1,1024,2,double,8,387.347,3.57153,0.0285723,468.128
600,A100-SXM4-80GB,CUDA Explicit Memory,1448,1,1,1024,2,double,8,387.047,3.83094,0.0306475,502.129
601,A100-SXM4-80GB,CUDA Explicit Memory,1552,1,1,1024,2,double,8,387.188,4.10459,0.0328367,537.996
602,A100-SXM4-80GB,CUDA Explicit Memory,1663,1,1,1024,2,double,8,387.169,4.39837,0.035187,576.503
603,A100-SXM4-80GB,CUDA Explicit Memory,1782,1,1,1024,2,double,8,387.476,4.70937,0.037675,617.267
604,A100-SXM4-80GB,CUDA Explicit Memory,1910,1,1,1024,2,double,8,387.606,5.04595,0.0403676,661.382
605,A100-SXM4-80GB,CUDA Explicit Memory,2048,1,1,1024,2,double,8,387.459,5.41257,0.0433006,709.437
606,A100-SXM4-80GB,CUDA Explicit Memory,2194,1,1,1024,2,double,8,387.552,5.79705,0.0463764,759.831
607,A100-SXM4-80GB,CUDA Explicit Memory,2352,1,1,1024,2,double,8,387.454,6.21608,0.0497287,814.754
608,A100-SXM4-80GB,CUDA Explicit Memory,2521,1,1,1024,2,double,8,387.786,6.65703,0.0532562,872.55
609,A100-SXM4-80GB,CUDA Explicit Memory,2702,1,1,1024,2,double,8,387.646,7.13756,0.0571005,935.534
610,A100-SXM4-80GB,CUDA Explicit Memory,2896,1,1,1024,2,double,8,387.693,7.64911,0.0611928,1002.58
611,A100-SXM4-80GB,CUDA Explicit Memory,3104,1,1,1024,2,double,8,387.757,8.19714,0.0655771,1074.42
612,A100-SXM4-80GB,CUDA Explicit Memory,3326,1,1,1024,2,double,8,388.019,8.77746,0.0702197,1150.48
613,A100-SXM4-80GB,CUDA Explicit Memory,3565,1,1,1024,2,double,8,770.499,4.73792,0.0379033,621.008
614,A100-SXM4-80GB,CUDA Explicit Memory,3821,1,1,1024,2,double,8,770.709,5.07676,0.0406141,665.421
615,A100-SXM4-80GB,CUDA Explicit Memory,4096,1,1,1024,2,double,8,770.732,5.44198,0.0435358,713.291
616,A100-SXM4-80GB,CUDA Explicit Memory,4389,1,1,1024,2,double,8,770.582,5.83239,0.0466592,764.464
617,A100-SXM4-80GB,CUDA Explicit Memory,4705,1,1,1024,2,double,8,770.964,6.24922,0.0499937,819.097
618,A100-SXM4-80GB,CUDA Explicit Memory,5042,1,1,1024,2,double,8,770.559,6.70034,0.0536028,878.228
619,A100-SXM4-80GB,CUDA Explicit Memory,5404,1,1,1024,2,double,8,771.01,7.1772,0.0574176,940.73
620,A100-SXM4-80GB,CUDA Explicit Memory,5792,1,1,1024,2,double,8,770.873,7.69389,0.0615511,1008.45
621,A100-SXM4-80GB,CUDA Explicit Memory,6208,1,1,1024,2,double,8,770.88,8.24641,0.0659713,1080.87
622,A100-SXM4-80GB,CUDA Explicit Memory,6653,1,1,1024,2,double,8,770.964,8.83656,0.0706925,1158.23
623,A100-SXM4-80GB,CUDA Explicit Memory,7131,1,1,1024,2,double,8,1153.2,6.33208,0.0506566,829.958
624,A100-SXM4-80GB,CUDA Explicit Memory,7643,1,1,1024,2,double,8,1153.42,6.78543,0.0542834,889.38
625,A100-SXM4-80GB,CUDA Explicit Memory,8192,1,1,1024,2,double,8,1153.39,7.27297,0.0581838,953.283
626,A100-SXM4-80GB,CUDA Explicit Memory,8779,1,1,1024,2,double,8,1153.49,7.7935,0.062348,1021.51
627,A100-SXM4-80GB,CUDA Explicit Memory,9410,1,1,1024,2,double,8,1153.2,8.35576,0.0668461,1095.21
628,A100-SXM4-80GB,CUDA Explicit Memory,10085,1,1,1024,2,double,8,1153.48,8.95297,0.0716238,1173.48
629,A100-SXM4-80GB,CUDA Explicit Memory,10809,1,1,1024,2,double,8,1535.61,7.20783,0.0576627,944.745
630,A100-SXM4-80GB,CUDA Explicit Memory,11585,1,1,1024,2,double,8,1535.87,7.72398,0.0617919,1012.4
631,A100-SXM4-80GB,CUDA Explicit Memory,12416,1,1,1024,2,double,8,1535.39,8.28061,0.0662449,1085.36
632,A100-SXM4-80GB,CUDA Explicit Memory,13307,1,1,1024,2,double,8,1535.95,8.87163,0.070973,1162.82
633,A100-SXM4-80GB,CUDA Explicit Memory,14263,1,1,1024,2,double,8,1917.9,7.61526,0.0609221,998.147
634,A100-SXM4-80GB,CUDA Explicit Memory,15286,1,1,1024,2,double,8,1918.9,8.15719,0.0652575,1069.18
635,A100-SXM4-80GB,CUDA Explicit Memory,16384,1,1,1024,2,double,8,1919.56,8.74016,0.0699212,1145.59
636,A100-SXM4-80GB,CUDA Explicit Memory,17559,1,1,1024,2,double,8,2301.76,7.81158,0.0624926,1023.88
637,A100-SXM4-80GB,CUDA Explicit Memory,18820,1,1,1024,2,double,8,2301.19,8.37465,0.0669972,1097.68
638,A100-SXM4-80GB,CUDA Explicit Memory,20171,1,1,1024,2,double,8,2301.23,8.9757,0.0718056,1176.46
639,A100-SXM4-80GB,CUDA Explicit Memory,21618,1,1,1024,2,double,8,2684.39,8.24652,0.0659721,1080.89
640,A100-SXM4-80GB,CUDA Explicit Memory,23170,1,1,1024,2,double,8,2685.36,8.83535,0.0706828,1158.07
641,A100-SXM4-80GB,CUDA Explicit Memory,24833,1,1,1024,2,double,8,3066.2,8.29332,0.0663465,1087.02
642,A100-SXM4-80GB,CUDA Explicit Memory,26615,1,1,1024,2,double,8,3066.75,8.88685,0.0710948,1164.82
643,A100-SXM4-80GB,CUDA Explicit Memory,28526,1,1,1024,2,double,8,3436.68,8.49967,0.0679974,1114.07
644,A100-SXM4-80GB,CUDA Explicit Memory,30573,1,1,1024,2,double,8,3443.56,9.0914,0.0727312,1191.63
645,A100-SXM4-80GB,CUDA Explicit Memory,32768,1,1,1024,2,double,8,3818.85,8.78654,0.0702923,1151.67
646,A100-SXM4-80GB,CUDA Explicit Memory,35119,1,1,1024,2,double,8,4197.7,8.56704,0.0685363,1122.9
647,A100-SXM4-80GB,CUDA Explicit Memory,37640,1,1,1024,2,double,8,4215.92,9.14235,0.0731388,1198.31
648,A100-SXM4-80GB,CUDA Explicit Memory,40342,1,1,1024,2,double,8,4582.13,9.0155,0.072124,1181.68
649,A100-SXM4-80GB,CUDA Explicit Memory,43237,1,1,1024,2,double,8,4960.82,8.92488,0.071399,1169.8
650,A100-SXM4-80GB,CUDA Explicit Memory,46340,1,1,1024,2,double,8,5341.68,8.88338,0.0710671,1164.36
651,A100-SXM4-80GB,CUDA Explicit Memory,49667,1,1,1024,2,double,8,5723.14,8.88656,0.0710924,1164.78
652,A100-SXM4-80GB,CUDA Explicit Memory,53231,1,1,1024,2,double,8,6104.84,8.92874,0.0714299,1170.31
653,A100-SXM4-80GB,CUDA Explicit Memory,57052,1,1,1024,2,double,8,6487.39,9.00535,0.0720428,1180.35
654,A100-SXM4-80GB,CUDA Explicit Memory,61147,1,1,1024,2,double,8,6872.06,9.11146,0.0728917,1194.26
655,A100-SXM4-80GB,CUDA Explicit Memory,65536,1,1,1024,2,double,8,7275.94,9.22339,0.0737871,1208.93
656,A100-SXM4-80GB,CUDA Explicit Memory,70239,1,1,1024,2,double,8,8010.23,8.97911,0.0718329,1176.91
657,A100-SXM4-80GB,CUDA Explicit Memory,75281,1,1,1024,2,double,8,8406.55,9.16996,0.0733597,1201.93
658,A100-SXM4-80GB,CUDA Explicit Memory,80684,1,1,1024,2,double,8,9154.84,9.02478,0.0721982,1182.9
659,A100-SXM4-80GB,CUDA Explicit Memory,86475,1,1,1024,2,double,8,9912.09,8.93358,0.0714686,1170.94
660,A100-SXM4-80GB,CUDA Explicit Memory,92681,1,1,1024,2,double,8,10312.3,9.20308,0.0736246,1206.27
661,A100-SXM4-80GB,CUDA Explicit Memory,99334,1,1,1024,2,double,8,11076.4,9.18334,0.0734667,1203.68
662,A100-SXM4-80GB,CUDA Explicit Memory,106463,1,1,1024,2,double,8,11838.3,9.20892,0.0736713,1207.03
663,A100-SXM4-80GB,CUDA Explicit Memory,114104,1,1,1024,2,double,8,12962.2,9.01407,0.0721126,1181.49
664,A100-SXM4-80GB,CUDA Explicit Memory,122294,1,1,1024,2,double,8,13728.9,9.12159,0.0729727,1195.58
665,A100-SXM4-80GB,CUDA Explicit Memory,131072,1,1,1024,2,double,8,14544.3,9.22823,0.0738258,1209.56
666,A100-SXM4-80GB,CUDA Explicit Memory,140479,1,1,1024,2,double,8,15646.1,9.19403,0.0735522,1205.08
667,A100-SXM4-80GB,CUDA Explicit Memory,150562,1,1,1024,2,double,8,16789.6,9.18278,0.0734623,1203.61
668,A100-SXM4-80GB,CUDA Explicit Memory,161368,1,1,1024,2,double,8,17934.5,9.21357,0.0737085,1207.64
669,A100-SXM4-80GB,CUDA Explicit Memory,172950,1,1,1024,2,double,8,19439.3,9.11046,0.0728837,1194.13
670,A100-SXM4-80GB,CUDA Explicit Memory,185363,1,1,1024,2,double,8,20604.8,9.21199,0.0736959,1207.43
671,A100-SXM4-80GB,CUDA Explicit Memory,198668,1,1,1024,2,double,8,22126.7,9.19413,0.0735531,1205.09
672,A100-SXM4-80GB,CUDA Explicit Memory,212927,1,1,1024,2,double,8,23651.8,9.21861,0.0737489,1208.3
673,A100-SXM4-80GB,CUDA Explicit Memory,228209,1,1,1024,2,double,8,25535.5,9.15143,0.0732115,1199.5
674,A100-SXM4-80GB,CUDA Explicit Memory,244589,1,1,1024,2,double,8,27099.6,9.24218,0.0739374,1211.39
675,A100-SXM4-80GB,CUDA Explicit Memory,262144,1,1,1024,2,double,8,29009.1,9.25349,0.0740279,1212.87
676,A100-SXM4-80GB,CUDA Explicit Memory,280958,1,1,1024,2,double,8,31264.0,9.20232,0.0736185,1206.17
677,A100-SXM4-80GB,CUDA Explicit Memory,301124,1,1,1024,2,double,8,33547.3,9.19152,0.0735322,1204.75
678,A100-SXM4-80GB,CUDA Explicit Memory,322737,1,1,1024,2,double,8,35849.2,9.2187,0.0737496,1208.31
679,A100-SXM4-80GB,CUDA Explicit Memory,345901,1,1,1024,2,double,8,38499.1,9.20029,0.0736023,1205.9
680,A100-SXM4-80GB,CUDA Explicit Memory,370727,1,1,1024,2,double,8,41176.3,9.2195,0.073756,1208.42
681,A100-SXM4-80GB,CUDA Explicit Memory,397336,1,1,1024,2,double,8,44000.8,9.24692,0.0739754,1212.01
682,A100-SXM4-80GB,CUDA Explicit Memory,425854,1,1,1024,2,double,8,47279.0,9.22343,0.0737874,1208.93
683,A100-SXM4-80GB,CUDA Explicit Memory,456419,1,1,1024,2,double,8,50693.0,9.21968,0.0737574,1208.44
684,A100-SXM4-80GB,CUDA Explicit Memory,489178,1,1,1024,2,double,8,54152.1,9.25021,0.0740017,1212.44
685,A100-SXM4-80GB,CUDA Explicit Memory,524288,1,1,512,2,double,8,28984.0,9.2615,0.074092,1213.92
686,A100-SXM4-80GB,CUDA Explicit Memory,561917,1,1,512,2,double,8,31085.0,9.25532,0.0740426,1213.11
687,A100-SXM4-80GB,CUDA Explicit Memory,602248,1,1,512,2,double,8,33356.6,9.24409,0.0739527,1211.64
688,A100-SXM4-80GB,CUDA Explicit Memory,645474,1,1,512,2,double,8,35690.0,9.2598,0.0740784,1213.7
689,A100-SXM4-80GB,CUDA Explicit Memory,691802,1,1,512,2,double,8,38303.0,9.24738,0.073979,1212.07
690,A100-SXM4-80GB,CUDA Explicit Memory,741455,1,1,512,2,double,8,40999.6,9.25924,0.0740739,1213.63
691,A100-SXM4-80GB,CUDA Explicit Memory,794672,1,1,512,2,double,8,44017.6,9.2434,0.0739472,1211.55
692,A100-SXM4-80GB,CUDA Explicit Memory,851708,1,1,512,2,double,8,47101.3,9.25822,0.0740657,1213.49
693,A100-SXM4-80GB,CUDA Explicit Memory,912838,1,1,512,2,double,8,50505.1,9.25397,0.0740318,1212.94
694,A100-SXM4-80GB,CUDA Explicit Memory,978356,1,1,512,2,double,8,54134.1,9.25329,0.0740263,1212.85
695,A100-SXM4-80GB,CUDA Explicit Memory,1048576,1,1,128,2,double,8,14491.8,9.26164,0.0740931,1213.94
696,A100-SXM4-80GB,CUDA Explicit Memory,2,1,1,1024,2,double,16,290.333,0.00705397,5.64317e-05,0.924578
697,A100-SXM4-80GB,CUDA Explicit Memory,3,1,1,1024,2,double,16,290.286,0.0105827,8.46615e-05,1.38709
698,A100-SXM4-80GB,CUDA Explicit Memory,4,1,1,1024,2,double,16,290.228,0.0141131,0.000112904,1.84983
699,A100-SXM4-80GB,CUDA Explicit Memory,5,1,1,1024,2,double,16,290.266,0.017639,0.000141112,2.31198
700,A100-SXM4-80GB,CUDA Explicit Memory,6,1,1,1024,2,double,16,290.263,0.021167,0.000169336,2.7744
701,A100-SXM4-80GB,CUDA Explicit Memory,7,1,1,1024,2,double,16,290.306,0.0246912,0.000197529,3.23632
702,A100-SXM4-80GB,CUDA Explicit Memory,8,1,1,1024,2,double,16,290.34,0.0282152,0.000225721,3.69822
703,A100-SXM4-80GB,CUDA Explicit Memory,9,1,1,1024,2,double,16,385.137,0.0239291,0.000191433,3.13644
704,A100-SXM4-80GB,CUDA Explicit Memory,10,1,1,1024,2,double,16,385.114,0.0265896,0.000212716,3.48515
705,A100-SXM4-80GB,CUDA Explicit Memory,11,1,1,1024,2,double,16,385.159,0.0292451,0.000233961,3.83321
706,A100-SXM4-80GB,CUDA Explicit Memory,12,1,1,1024,2,double,16,385.19,0.0319011,0.000255209,4.18135
707,A100-SXM4-80GB,CUDA Explicit Memory,13,1,1,1024,2,double,16,385.16,0.0345623,0.000276498,4.53015
708,A100-SXM4-80GB,CUDA Explicit Memory,14,1,1,1024,2,double,16,385.296,0.0372077,0.000297662,4.87689
709,A100-SXM4-80GB,CUDA Explicit Memory,16,1,1,1024,2,double,16,385.165,0.0425376,0.000340301,5.57549
710,A100-SXM4-80GB,CUDA Explicit Memory,17,1,1,1024,2,double,16,385.124,0.045201,0.000361608,5.92459
711,A100-SXM4-80GB,CUDA Explicit Memory,18,1,1,1024,2,double,16,385.166,0.0478547,0.000382838,6.27241
712,A100-SXM4-80GB,CUDA Explicit Memory,19,1,1,1024,2,double,16,385.195,0.0505095,0.000404076,6.62038
713,A100-SXM4-80GB,CUDA Explicit Memory,21,1,1,1024,2,double,16,385.124,0.0558366,0.000446693,7.31862
714,A100-SXM4-80GB,CUDA Explicit Memory,22,1,1,1024,2,double,16,385.254,0.0584758,0.000467806,7.66453
715,A100-SXM4-80GB,CUDA Explicit Memory,24,1,1,1024,2,double,16,385.161,0.0638071,0.000510457,8.36332
716,A100-SXM4-80GB,CUDA Explicit Memory,25,1,1,1024,2,double,16,386.573,0.066223,0.000529784,8.67998
717,A100-SXM4-80GB,CUDA Explicit Memory,27,1,1,1024,2,double,16,386.574,0.0715206,0.000572164,9.37434
718,A100-SXM4-80GB,CUDA Explicit Memory,29,1,1,1024,2,double,16,386.583,0.0768165,0.000614532,10.0685
719,A100-SXM4-80GB,CUDA Explicit Memory,32,1,1,1024,2,double,16,386.625,0.084754,0.000678032,11.1089
720,A100-SXM4-80GB,CUDA Explicit Memory,34,1,1,1024,2,double,16,386.724,0.0900281,0.000720225,11.8002
721,A100-SXM4-80GB,CUDA Explicit Memory,36,1,1,1024,2,double,16,386.613,0.0953512,0.00076281,12.4979
722,A100-SXM4-80GB,CUDA Explicit Memory,39,1,1,1024,2,double,16,386.558,0.103312,0.000826494,13.5413
723,A100-SXM4-80GB,CUDA Explicit Memory,42,1,1,1024,2,double,16,386.502,0.111275,0.000890201,14.585
724,A100-SXM4-80GB,CUDA Explicit Memory,45,1,1,1024,2,double,16,386.643,0.11918,0.000953437,15.6211
725,A100-SXM4-80GB,CUDA Explicit Memory,48,1,1,1024,2,double,16,386.627,0.12713,0.00101704,16.6632
726,A100-SXM4-80GB,CUDA Explicit Memory,51,1,1,1024,2,double,16,386.565,0.135098,0.00108078,17.7075
727,A100-SXM4-80GB,CUDA Explicit Memory,55,1,1,1024,2,double,16,386.589,0.145685,0.00116548,19.0952
728,A100-SXM4-80GB,CUDA Explicit Memory,59,1,1,1024,2,double,16,386.72,0.156227,0.00124981,20.4769
729,A100-SXM4-80GB,CUDA Explicit Memory,64,1,1,1024,2,double,16,386.662,0.169492,0.00135593,22.2156
730,A100-SXM4-80GB,CUDA Explicit Memory,68,1,1,1024,2,double,16,386.836,0.180004,0.00144003,23.5935
731,A100-SXM4-80GB,CUDA Explicit Memory,73,1,1,1024,2,double,16,386.689,0.193313,0.0015465,25.3379
732,A100-SXM4-80GB,CUDA Explicit Memory,78,1,1,1024,2,double,16,386.823,0.206482,0.00165186,27.064
733,A100-SXM4-80GB,CUDA Explicit Memory,84,1,1,1024,2,double,16,386.692,0.222441,0.00177953,29.1558
734,A100-SXM4-80GB,CUDA Explicit Memory,90,1,1,1024,2,double,16,386.584,0.238396,0.00190717,31.247
735,A100-SXM4-80GB,CUDA Explicit Memory,97,1,1,1024,2,double,16,386.992,0.256667,0.00205334,33.6419
736,A100-SXM4-80GB,CUDA Explicit Memory,103,1,1,1024,2,double,16,386.905,0.272604,0.00218083,35.7308
737,A100-SXM4-80GB,CUDA Explicit Memory,111,1,1,1024,2,double,16,386.819,0.293843,0.00235074,38.5146
738,A100-SXM4-80GB,CUDA Explicit Memory,119,1,1,1024,2,double,16,386.713,0.315107,0.00252086,41.3017
739,A100-SXM4-80GB,CUDA Explicit Memory,128,1,1,1024,2,double,16,386.618,0.339022,0.00271218,44.4363
740,A100-SXM4-80GB,CUDA Explicit Memory,137,1,1,1024,2,double,16,386.709,0.362774,0.00290219,47.5495
741,A100-SXM4-80GB,CUDA Explicit Memory,147,1,1,1024,2,double,16,386.68,0.389283,0.00311427,51.0242
742,A100-SXM4-80GB,CUDA Explicit Memory,157,1,1,1024,2,double,16,386.874,0.415556,0.00332445,54.4678
743,A100-SXM4-80GB,CUDA Explicit Memory,168,1,1,1024,2,double,16,386.69,0.444884,0.00355907,58.3118
744,A100-SXM4-80GB,CUDA Explicit Memory,181,1,1,1024,2,double,16,386.787,0.479189,0.00383352,62.8083
745,A100-SXM4-80GB,CUDA Explicit Memory,194,1,1,1024,2,double,16,386.771,0.513627,0.00410902,67.3221
746,A100-SXM4-80GB,CUDA Explicit Memory,207,1,1,1024,2,double,16,386.752,0.548073,0.00438458,71.837
747,A100-SXM4-80GB,CUDA Explicit Memory,222,1,1,1024,2,double,16,386.606,0.58801,0.00470408,77.0717
748,A100-SXM4-80GB,CUDA Explicit Memory,238,1,1,1024,2,double,16,386.856,0.629982,0.00503985,82.5729
749,A100-SXM4-80GB,CUDA Explicit Memory,256,1,1,1024,2,double,16,386.975,0.677418,0.00541935,88.7905
750,A100-SXM4-80GB,CUDA Explicit Memory,274,1,1,1024,2,double,16,387.099,0.724816,0.00579853,95.0031
751,A100-SXM4-80GB,CUDA Explicit Memory,294,1,1,1024,2,double,16,387.089,0.777744,0.00622195,101.941
752,A100-SXM4-80GB,CUDA Explicit Memory,315,1,1,1024,2,double,16,387.007,0.833473,0.00666778,109.245
753,A100-SXM4-80GB,CUDA Explicit Memory,337,1,1,1024,2,double,16,386.919,0.891887,0.00713509,116.901
754,A100-SXM4-80GB,CUDA Explicit Memory,362,1,1,1024,2,double,16,386.956,0.95796,0.00766368,125.562
755,A100-SXM4-80GB,CUDA Explicit Memory,388,1,1,1024,2,double,16,387.148,1.02625,0.00821004,134.513
756,A100-SXM4-80GB,CUDA Explicit Memory,415,1,1,1024,2,double,16,386.94,1.09826,0.00878607,143.951
757,A100-SXM4-80GB,CUDA Explicit Memory,445,1,1,1024,2,double,16,386.888,1.17781,0.00942248,154.378
758,A100-SXM4-80GB,CUDA Explicit Memory,477,1,1,1024,2,double,16,386.742,1.26298,0.0101038,165.541
759,A100-SXM4-80GB,CUDA Explicit Memory,512,1,1,1024,2,double,16,386.96,1.35489,0.0108391,177.588
760,A100-SXM4-80GB,CUDA Explicit Memory,548,1,1,1024,2,double,16,386.925,1.45029,0.0116023,190.092
761,A100-SXM4-80GB,CUDA Explicit Memory,588,1,1,1024,2,double,16,386.953,1.55603,0.0124483,203.952
762,A100-SXM4-80GB,CUDA Explicit Memory,630,1,1,1024,2,double,16,386.905,1.66739,0.0133391,218.548
763,A100-SXM4-80GB,CUDA Explicit Memory,675,1,1,1024,2,double,16,386.977,1.78615,0.0142892,234.115
764,A100-SXM4-80GB,CUDA Explicit Memory,724,1,1,1024,2,double,16,387.001,1.91569,0.0153256,251.094
765,A100-SXM4-80GB,CUDA Explicit Memory,776,1,1,1024,2,double,16,387.074,2.0529,0.0164232,269.077
766,A100-SXM4-80GB,CUDA Explicit Memory,831,1,1,1024,2,double,16,387.192,2.19773,0.0175819,288.061
767,A100-SXM4-80GB,CUDA Explicit Memory,891,1,1,1024,2,double,16,387.166,2.35657,0.0188526,308.88
768,A100-SXM4-80GB,CUDA Explicit Memory,955,1,1,1024,2,double,16,387.202,2.5256,0.0202048,331.036
