,gpu,backend,nx,ny,nz,nIt,nWarmUp,type,time,mlups,bandwidth,compute
165,A100-SXM4-80GB,CUDA Explicit Memory,602248,1,1,512,2,double,3.08418,99978.2,1599.65,99.9782
166,A100-SXM4-80GB,CUDA Explicit Memory,645474,1,1,512,2,double,3.06086,107971.0,1727.53,107.971
167,A100-SXM4-80GB,CUDA Explicit Memory,691802,1,1,512,2,double,3.01,117675.0,1882.81,117.675
168,A100-SXM4-80GB,CUDA Explicit Memory,741455,1,1,512,2,double,3.21692,118009.0,1888.14,118.009
169,A100-SXM4-80GB,CUDA Explicit Memory,794672,1,1,512,2,double,3.25683,124929.0,1998.86,124.929
170,A100-SXM4-80GB,CUDA Explicit Memory,851708,1,1,512,2,double,3.17323,137423.0,2198.77,137.423
171,A100-SXM4-80GB,CUDA Explicit Memory,912838,1,1,512,2,double,3.27263,142813.0,2285.01,142.813
172,A100-SXM4-80GB,CUDA Explicit Memory,978356,1,1,512,2,double,3.83658,130564.0,2089.02,130.564
173,A100-SXM4-80GB,CUDA Explicit Memory,1048576,1,1,128,2,double,0.925061,145091.0,2321.45,145.091
174,A100-SXM4-80GB,CUDA Explicit Memory,1123835,1,1,128,2,double,0.968205,148575.0,2377.2,148.575
175,A100-SXM4-80GB,CUDA Explicit Memory,1204497,1,1,128,2,double,0.994608,155011.0,2480.18,155.011
176,A100-SXM4-80GB,CUDA Explicit Memory,1290948,1,1,128,2,double,1.02552,161129.0,2578.07,161.129
177,A100-SXM4-80GB,CUDA Explicit Memory,1383604,1,1,128,2,double,1.11807,158399.0,2534.38,158.399
178,A100-SXM4-80GB,CUDA Explicit Memory,1482910,1,1,128,2,double,1.3984,135736.0,2171.77,135.736
179,A100-SXM4-80GB,CUDA Explicit Memory,1589344,1,1,128,2,double,1.32123,153975.0,2463.6,153.975
180,A100-SXM4-80GB,CUDA Explicit Memory,1703416,1,1,128,2,double,1.4816,147163.0,2354.61,147.163
181,A100-SXM4-80GB,CUDA Explicit Memory,1825676,1,1,128,2,double,1.53895,151849.0,2429.58,151.849
182,A100-SXM4-80GB,CUDA Explicit Memory,1956712,1,1,128,2,double,1.66112,150778.0,2412.44,150.778
183,A100-SXM4-80GB,CUDA Explicit Memory,2097152,1,1,32,2,double,0.492815,136175.0,2178.79,136.175
184,A100-SXM4-80GB,CUDA Explicit Memory,2247671,1,1,32,2,double,0.630939,113998.0,1823.96,113.998
185,A100-SXM4-80GB,CUDA Explicit Memory,2408995,1,1,32,2,double,0.667371,115510.0,1848.16,115.51
186,A100-SXM4-80GB,CUDA Explicit Memory,2581896,1,1,32,2,double,0.791987,104321.0,1669.13,104.321
187,A100-SXM4-80GB,CUDA Explicit Memory,2767208,1,1,32,2,double,0.881555,100448.0,1607.17,100.448
188,A100-SXM4-80GB,CUDA Explicit Memory,2965820,1,1,32,2,double,1.00454,94477.5,1511.64,94.4775
189,A100-SXM4-80GB,CUDA Explicit Memory,3178688,1,1,32,2,double,1.08154,94049.2,1504.79,94.0492
190,A100-SXM4-80GB,CUDA Explicit Memory,3406833,1,1,32,2,double,1.14744,95010.2,1520.16,95.0102
191,A100-SXM4-80GB,CUDA Explicit Memory,3651353,1,1,32,2,double,1.22716,95214.5,1523.43,95.2145
192,A100-SXM4-80GB,CUDA Explicit Memory,3913424,1,1,32,2,double,1.31157,95481.0,1527.7,95.481
193,A100-SXM4-80GB,CUDA Explicit Memory,4194304,1,1,8,2,double,0.353088,95031.4,1520.5,95.0314
194,A100-SXM4-80GB,CUDA Explicit Memory,4495343,1,1,8,2,double,0.371325,96849.8,1549.6,96.8498
195,A100-SXM4-80GB,CUDA Explicit Memory,4817990,1,1,8,2,double,0.396715,97157.7,1554.52,97.1577
196,A100-SXM4-80GB,CUDA Explicit Memory,5163793,1,1,8,2,double,0.422506,97774.6,1564.39,97.7746
197,A100-SXM4-80GB,CUDA Explicit Memory,5534417,1,1,8,2,double,0.446794,99095.6,1585.53,99.0956
198,A100-SXM4-80GB,CUDA Explicit Memory,5931641,1,1,8,2,double,0.476513,99584.1,1593.35,99.5841
199,A100-SXM4-80GB,CUDA Explicit Memory,6357376,1,1,8,2,double,0.510571,99612.0,1593.79,99.612
200,A100-SXM4-80GB,CUDA Explicit Memory,6813666,1,1,8,2,double,0.541261,100708.0,1611.33,100.708
201,A100-SXM4-80GB,CUDA Explicit Memory,7302707,1,1,8,2,double,0.580929,100566.0,1609.05,100.566
202,A100-SXM4-80GB,CUDA Explicit Memory,7826848,1,1,8,2,double,0.622492,100587.0,1609.4,100.587
203,A100-SXM4-80GB,CUDA Explicit Memory,8388608,1,1,2,2,double,0.172501,97258.7,1556.14,97.2587
204,A100-SXM4-80GB,CUDA Explicit Memory,8990687,1,1,2,2,double,0.185798,96779.2,1548.47,96.7792
205,A100-SXM4-80GB,CUDA Explicit Memory,9635980,1,1,2,2,double,0.198262,97204.5,1555.27,97.2045
206,A100-SXM4-80GB,CUDA Explicit Memory,10327587,1,1,2,2,double,0.211739,97550.2,1560.8,97.5502
207,A100-SXM4-80GB,CUDA Explicit Memory,11068834,1,1,2,2,double,0.226438,97764.8,1564.24,97.7648
208,A100-SXM4-80GB,CUDA Explicit Memory,11863283,1,1,2,2,double,0.238702,99398.3,1590.37,99.3983
209,A100-SXM4-80GB,CUDA Explicit Memory,12714752,1,1,2,2,double,0.251467,101125.0,1617.99,101.125
210,A100-SXM4-80GB,CUDA Explicit Memory,13627333,1,1,2,2,double,0.266347,102328.0,1637.24,102.328
211,A100-SXM4-80GB,CUDA Explicit Memory,14605414,1,1,2,2,double,0.282529,103391.0,1654.25,103.391
212,A100-SXM4-80GB,CUDA Explicit Memory,15653696,1,1,2,2,double,0.301376,103882.0,1662.1,103.882
213,A100-SXM4-80GB,CUDA Explicit Memory,16777216,1,1,2,2,double,0.322368,104087.0,1665.4,104.087
214,A100-SXM4-80GB,CUDA Explicit Memory,17981374,1,1,2,2,double,0.344672,104339.0,1669.42,104.339
215,A100-SXM4-80GB,CUDA Explicit Memory,19271960,1,1,2,2,double,0.36896,104466.0,1671.46,104.466
216,A100-SXM4-80GB,CUDA Explicit Memory,20655175,1,1,2,2,double,0.393638,104945.0,1679.12,104.945
217,A100-SXM4-80GB,CUDA Explicit Memory,22137669,1,1,2,2,double,0.420452,105304.0,1684.87,105.304
218,A100-SXM4-80GB,CUDA Explicit Memory,23726566,1,1,2,2,double,0.44991,105472.0,1687.56,105.472
219,A100-SXM4-80GB,CUDA Explicit Memory,25429504,1,1,2,2,double,0.48061,105822.0,1693.15,105.822
220,A100-SXM4-80GB,CUDA Explicit Memory,27254667,1,1,2,2,double,0.519177,104992.0,1679.87,104.992
221,A100-SXM4-80GB,CUDA Explicit Memory,29210829,1,1,2,2,double,0.557102,104867.0,1677.87,104.867
222,A100-SXM4-80GB,CUDA Explicit Memory,31307392,1,1,2,2,double,0.594807,105269.0,1684.31,105.269
223,A100-SXM4-80GB,CUDA Explicit Memory,33554432,1,1,2,2,double,0.631419,106283.0,1700.52,106.283
