,gpu,backend,nx,ny,nz,nIt,nWarmUp,type,stride_read,stride_write,time,mlups,bandwidth,compute
19,A100-SXM4-80GB,CUDA Explicit Memory,24,1,1,1024,2,double,1,1,2.49373,9.8551,0.157682,0.0098551
20,A100-SXM4-80GB,CUDA Explicit Memory,25,1,1,1024,2,double,1,1,2.36562,10.8217,0.173147,0.0108217
21,A100-SXM4-80GB,CUDA Explicit Memory,27,1,1,1024,2,double,1,1,2.5957,10.6515,0.170424,0.0106515
22,A100-SXM4-80GB,CUDA Explicit Memory,29,1,1,1024,2,double,1,1,2.37711,12.4925,0.199879,0.0124925
23,A100-SXM4-80GB,CUDA Explicit Memory,32,1,1,1024,2,double,1,1,2.38004,13.7678,0.220285,0.0137678
24,A100-SXM4-80GB,CUDA Explicit Memory,34,1,1,1024,2,double,1,1,2.35138,14.8066,0.236906,0.0148066
25,A100-SXM4-80GB,CUDA Explicit Memory,36,1,1,1024,2,double,1,1,2.26956,16.2428,0.259885,0.0162428
26,A100-SXM4-80GB,CUDA Explicit Memory,39,1,1,1024,2,double,1,1,2.2528,17.7273,0.283637,0.0177273
27,A100-SXM4-80GB,CUDA Explicit Memory,42,1,1,1024,2,double,1,1,2.39126,17.9855,0.287768,0.0179855
28,A100-SXM4-80GB,CUDA Explicit Memory,45,1,1,1024,2,double,1,1,2.28041,20.2069,0.323311,0.0202069
29,A100-SXM4-80GB,CUDA Explicit Memory,48,1,1,1024,2,double,1,1,2.40961,20.3983,0.326373,0.0203983
30,A100-SXM4-80GB,CUDA Explicit Memory,51,1,1,1024,2,double,1,1,2.34132,22.3053,0.356885,0.0223053
31,A100-SXM4-80GB,CUDA Explicit Memory,55,1,1,1024,2,double,1,1,2.30767,24.4056,0.390489,0.0244056
32,A100-SXM4-80GB,CUDA Explicit Memory,59,1,1,1024,2,double,1,1,2.40538,25.117,0.401872,0.025117
33,A100-SXM4-80GB,CUDA Explicit Memory,64,1,1,1024,2,double,1,1,2.58874,25.3158,0.405052,0.0253158
34,A100-SXM4-80GB,CUDA Explicit Memory,68,1,1,1024,2,double,1,1,2.78747,24.9804,0.399686,0.0249804
35,A100-SXM4-80GB,CUDA Explicit Memory,73,1,1,1024,2,double,1,1,2.31966,32.2254,0.515606,0.0322254
36,A100-SXM4-80GB,CUDA Explicit Memory,78,1,1,1024,2,double,1,1,2.42952,32.8756,0.52601,0.0328756
37,A100-SXM4-80GB,CUDA Explicit Memory,84,1,1,1024,2,double,1,1,2.30262,37.3557,0.597692,0.0373557
38,A100-SXM4-80GB,CUDA Explicit Memory,90,1,1,1024,2,double,1,1,2.28393,40.3515,0.645623,0.0403515
39,A100-SXM4-80GB,CUDA Explicit Memory,97,1,1,1024,2,double,1,1,2.43489,40.7936,0.652698,0.0407936
40,A100-SXM4-80GB,CUDA Explicit Memory,103,1,1,1024,2,double,1,1,2.64414,39.8889,0.638222,0.0398889
41,A100-SXM4-80GB,CUDA Explicit Memory,111,1,1,1024,2,double,1,1,2.74325,41.4341,0.662945,0.0414341
42,A100-SXM4-80GB,CUDA Explicit Memory,119,1,1,1024,2,double,1,1,2.33244,52.244,0.835905,0.052244
43,A100-SXM4-80GB,CUDA Explicit Memory,128,1,1,1024,2,double,1,1,2.30004,56.9867,0.911788,0.0569867
44,A100-SXM4-80GB,CUDA Explicit Memory,137,1,1,1024,2,double,1,1,2.30729,60.8019,0.972831,0.0608019
45,A100-SXM4-80GB,CUDA Explicit Memory,147,1,1,1024,2,double,1,1,2.47309,60.8663,0.973861,0.0608663
46,A100-SXM4-80GB,CUDA Explicit Memory,157,1,1,1024,2,double,1,1,2.32394,69.1792,1.10687,0.0691792
47,A100-SXM4-80GB,CUDA Explicit Memory,168,1,1,1024,2,double,1,1,2.31321,74.3695,1.18991,0.0743695
48,A100-SXM4-80GB,CUDA Explicit Memory,181,1,1,1024,2,double,1,1,2.31929,79.9141,1.27863,0.0799141
49,A100-SXM4-80GB,CUDA Explicit Memory,194,1,1,1024,2,double,1,1,2.31522,85.8043,1.37287,0.0858043
50,A100-SXM4-80GB,CUDA Explicit Memory,207,1,1,1024,2,double,1,1,2.33518,90.7716,1.45235,0.0907716
51,A100-SXM4-80GB,CUDA Explicit Memory,222,1,1,1024,2,double,1,1,2.52513,90.0264,1.44042,0.0900264
52,A100-SXM4-80GB,CUDA Explicit Memory,238,1,1,1024,2,double,1,1,2.41329,100.987,1.6158,0.100987
53,A100-SXM4-80GB,CUDA Explicit Memory,256,1,1,1024,2,double,1,1,2.40723,108.898,1.74238,0.108898
54,A100-SXM4-80GB,CUDA Explicit Memory,274,1,1,1024,2,double,1,1,2.57051,109.152,1.74643,0.109152
55,A100-SXM4-80GB,CUDA Explicit Memory,294,1,1,1024,2,double,1,1,2.54172,118.446,1.89513,0.118446
56,A100-SXM4-80GB,CUDA Explicit Memory,315,1,1,1024,2,double,1,1,3.00633,107.294,1.7167,0.107294
57,A100-SXM4-80GB,CUDA Explicit Memory,337,1,1,1024,2,double,1,1,2.64783,130.329,2.08526,0.130329
58,A100-SXM4-80GB,CUDA Explicit Memory,362,1,1,1024,2,double,1,1,2.56356,144.599,2.31358,0.144599
59,A100-SXM4-80GB,CUDA Explicit Memory,388,1,1,1024,2,double,1,1,2.7271,145.691,2.33105,0.145691
60,A100-SXM4-80GB,CUDA Explicit Memory,415,1,1,1024,2,double,1,1,2.65757,159.906,2.55849,0.159906
61,A100-SXM4-80GB,CUDA Explicit Memory,445,1,1,1024,2,double,1,1,2.58461,176.305,2.82088,0.176305
62,A100-SXM4-80GB,CUDA Explicit Memory,477,1,1,1024,2,double,1,1,3.07278,158.96,2.54336,0.15896
63,A100-SXM4-80GB,CUDA Explicit Memory,512,1,1,1024,2,double,1,1,3.37712,155.247,2.48395,0.155247
64,A100-SXM4-80GB,CUDA Explicit Memory,548,1,1,1024,2,double,1,1,2.62911,213.438,3.41501,0.213438
65,A100-SXM4-80GB,CUDA Explicit Memory,588,1,1,1024,2,double,1,1,2.55687,235.488,3.76781,0.235488
66,A100-SXM4-80GB,CUDA Explicit Memory,630,1,1,1024,2,double,1,1,2.57721,250.317,4.00508,0.250317
67,A100-SXM4-80GB,CUDA Explicit Memory,675,1,1,1024,2,double,1,1,2.58873,267.003,4.27205,0.267003
68,A100-SXM4-80GB,CUDA Explicit Memory,724,1,1,1024,2,double,1,1,2.56815,288.681,4.61889,0.288681
69,A100-SXM4-80GB,CUDA Explicit Memory,776,1,1,1024,2,double,1,1,2.5923,306.533,4.90452,0.306533
70,A100-SXM4-80GB,CUDA Explicit Memory,831,1,1,1024,2,double,1,1,2.66005,319.898,5.11836,0.319898
71,A100-SXM4-80GB,CUDA Explicit Memory,891,1,1,1024,2,double,1,1,2.88086,316.706,5.06729,0.316706
72,A100-SXM4-80GB,CUDA Explicit Memory,955,1,1,1024,2,double,1,1,2.79229,350.221,5.60354,0.350221
73,A100-SXM4-80GB,CUDA Explicit Memory,1024,1,1,1024,2,double,1,1,2.57475,407.253,6.51605,0.407253
74,A100-SXM4-80GB,CUDA Explicit Memory,1097,1,1,1024,2,double,1,1,2.99093,375.579,6.00926,0.375579
75,A100-SXM4-80GB,CUDA Explicit Memory,1176,1,1,1024,2,double,1,1,2.64362,455.521,7.28833,0.455521
76,A100-SXM4-80GB,CUDA Explicit Memory,1260,1,1,1024,2,double,1,1,2.64758,487.328,7.79725,0.487328
77,A100-SXM4-80GB,CUDA Explicit Memory,1351,1,1,1024,2,double,1,1,3.10356,445.754,7.13206,0.445754
78,A100-SXM4-80GB,CUDA Explicit Memory,1448,1,1,1024,2,double,1,1,2.82188,525.448,8.40717,0.525448
79,A100-SXM4-80GB,CUDA Explicit Memory,1552,1,1,1024,2,double,1,1,2.89163,549.603,8.79365,0.549603
80,A100-SXM4-80GB,CUDA Explicit Memory,1663,1,1,1024,2,double,1,1,2.82842,602.073,9.63317,0.602073
81,A100-SXM4-80GB,CUDA Explicit Memory,1782,1,1,1024,2,double,1,1,2.70727,674.026,10.7844,0.674026
82,A100-SXM4-80GB,CUDA Explicit Memory,1910,1,1,1024,2,double,1,1,2.68411,728.674,11.6588,0.728674
83,A100-SXM4-80GB,CUDA Explicit Memory,2048,1,1,1024,2,double,1,1,2.91188,720.206,11.5233,0.720206
84,A100-SXM4-80GB,CUDA Explicit Memory,2194,1,1,1024,2,double,1,1,2.88451,778.87,12.4619,0.77887
85,A100-SXM4-80GB,CUDA Explicit Memory,2352,1,1,1024,2,double,1,1,2.69377,894.081,14.3053,0.894081
86,A100-SXM4-80GB,CUDA Explicit Memory,2521,1,1,1024,2,double,1,1,2.80909,918.984,14.7037,0.918984
87,A100-SXM4-80GB,CUDA Explicit Memory,2702,1,1,1024,2,double,1,1,2.64089,1047.69,16.7631,1.04769
88,A100-SXM4-80GB,CUDA Explicit Memory,2896,1,1,1024,2,double,1,1,2.78371,1065.31,17.0449,1.06531
89,A100-SXM4-80GB,CUDA Explicit Memory,3104,1,1,1024,2,double,1,1,2.63542,1206.07,19.2971,1.20607
90,A100-SXM4-80GB,CUDA Explicit Memory,3326,1,1,1024,2,double,1,1,2.58379,1318.15,21.0904,1.31815
91,A100-SXM4-80GB,CUDA Explicit Memory,3565,1,1,1024,2,double,1,1,2.60936,1399.02,22.3844,1.39902
92,A100-SXM4-80GB,CUDA Explicit Memory,3821,1,1,1024,2,double,1,1,3.12913,1250.41,20.0066,1.25041
93,A100-SXM4-80GB,CUDA Explicit Memory,4096,1,1,1024,2,double,1,1,2.66251,1575.32,25.2052,1.57532
94,A100-SXM4-80GB,CUDA Explicit Memory,4389,1,1,1024,2,double,1,1,2.61459,1718.94,27.5031,1.71894
95,A100-SXM4-80GB,CUDA Explicit Memory,4705,1,1,1024,2,double,1,1,3.11677,1545.81,24.7329,1.54581
96,A100-SXM4-80GB,CUDA Explicit Memory,5042,1,1,1024,2,double,1,1,2.68609,1922.13,30.754,1.92213
97,A100-SXM4-80GB,CUDA Explicit Memory,5404,1,1,1024,2,double,1,1,2.68655,2059.77,32.9564,2.05977
98,A100-SXM4-80GB,CUDA Explicit Memory,5792,1,1,1024,2,double,1,1,2.80136,2117.19,33.875,2.11719
99,A100-SXM4-80GB,CUDA Explicit Memory,6208,1,1,1024,2,double,1,1,2.79602,2273.59,36.3774,2.27359
100,A100-SXM4-80GB,CUDA Explicit Memory,6653,1,1,1024,2,double,1,1,3.05583,2229.4,35.6704,2.2294
101,A100-SXM4-80GB,CUDA Explicit Memory,7131,1,1,1024,2,double,1,1,2.90338,2515.05,40.2407,2.51505
102,A100-SXM4-80GB,CUDA Explicit Memory,7643,1,1,1024,2,double,1,1,2.6445,2959.51,47.3522,2.95951
103,A100-SXM4-80GB,CUDA Explicit Memory,8192,1,1,1024,2,double,1,1,2.69646,3110.97,49.7755,3.11097
104,A100-SXM4-80GB,CUDA Explicit Memory,8779,1,1,1024,2,double,1,1,2.65873,3381.2,54.0992,3.3812
105,A100-SXM4-80GB,CUDA Explicit Memory,9410,1,1,1024,2,double,1,1,2.66503,3615.66,57.8505,3.61566
106,A100-SXM4-80GB,CUDA Explicit Memory,10085,1,1,1024,2,double,1,1,2.76264,3738.11,59.8098,3.73811
107,A100-SXM4-80GB,CUDA Explicit Memory,10809,1,1,1024,2,double,1,1,3.17852,3482.26,55.7161,3.48226
108,A100-SXM4-80GB,CUDA Explicit Memory,11585,1,1,1024,2,double,1,1,2.73408,4338.95,69.4233,4.33895
109,A100-SXM4-80GB,CUDA Explicit Memory,12416,1,1,1024,2,double,1,1,2.69382,4719.69,75.515,4.71969
110,A100-SXM4-80GB,CUDA Explicit Memory,13307,1,1,1024,2,double,1,1,3.12391,4361.96,69.7914,4.36196
111,A100-SXM4-80GB,CUDA Explicit Memory,14263,1,1,1024,2,double,1,1,3.04381,4798.37,76.7739,4.79837
112,A100-SXM4-80GB,CUDA Explicit Memory,15286,1,1,1024,2,double,1,1,2.73658,5719.86,91.5178,5.71986
113,A100-SXM4-80GB,CUDA Explicit Memory,16384,1,1,1024,2,double,1,1,2.69637,6222.15,99.5543,6.22215
114,A100-SXM4-80GB,CUDA Explicit Memory,17559,1,1,1024,2,double,1,1,3.07597,5845.44,93.5271,5.84544
115,A100-SXM4-80GB,CUDA Explicit Memory,18820,1,1,1024,2,double,1,1,2.83732,6792.21,108.675,6.79221
116,A100-SXM4-80GB,CUDA Explicit Memory,20171,1,1,1024,2,double,1,1,2.75019,7510.44,120.167,7.51044
117,A100-SXM4-80GB,CUDA Explicit Memory,21618,1,1,1024,2,double,1,1,2.8088,7881.23,126.1,7.88123
118,A100-SXM4-80GB,CUDA Explicit Memory,23170,1,1,1024,2,double,1,1,2.79613,8485.33,135.765,8.48533
119,A100-SXM4-80GB,CUDA Explicit Memory,24833,1,1,1024,2,double,1,1,3.03826,8369.6,133.914,8.3696
120,A100-SXM4-80GB,CUDA Explicit Memory,26615,1,1,1024,2,double,1,1,3.03382,8983.32,143.733,8.98332
121,A100-SXM4-80GB,CUDA Explicit Memory,28526,1,1,1024,2,double,1,1,2.78396,10492.5,167.879,10.4925
122,A100-SXM4-80GB,CUDA Explicit Memory,30573,1,1,1024,2,double,1,1,2.76151,11336.8,181.389,11.3368
123,A100-SXM4-80GB,CUDA Explicit Memory,32768,1,1,1024,2,double,1,1,2.77302,12100.3,193.605,12.1003
124,A100-SXM4-80GB,CUDA Explicit Memory,35119,1,1,1024,2,double,1,1,2.78739,12901.6,206.426,12.9016
125,A100-SXM4-80GB,CUDA Explicit Memory,37640,1,1,1024,2,double,1,1,2.82604,13638.7,218.218,13.6387
126,A100-SXM4-80GB,CUDA Explicit Memory,40342,1,1,1024,2,double,1,1,2.86123,14437.9,231.007,14.4379
127,A100-SXM4-80GB,CUDA Explicit Memory,43237,1,1,1024,2,double,1,1,3.20334,13821.4,221.142,13.8214
128,A100-SXM4-80GB,CUDA Explicit Memory,46340,1,1,1024,2,double,1,1,2.93228,16182.7,258.923,16.1827
129,A100-SXM4-80GB,CUDA Explicit Memory,49667,1,1,1024,2,double,1,1,3.26256,15588.7,249.419,15.5887
130,A100-SXM4-80GB,CUDA Explicit Memory,53231,1,1,1024,2,double,1,1,3.15509,17276.4,276.422,17.2764
131,A100-SXM4-80GB,CUDA Explicit Memory,57052,1,1,1024,2,double,1,1,3.04077,19212.6,307.402,19.2126
132,A100-SXM4-80GB,CUDA Explicit Memory,61147,1,1,1024,2,double,1,1,3.05815,20474.7,327.594,20.4747
133,A100-SXM4-80GB,CUDA Explicit Memory,65536,1,1,1024,2,double,1,1,3.16396,21210.4,339.367,21.2104
134,A100-SXM4-80GB,CUDA Explicit Memory,70239,1,1,1024,2,double,1,1,3.12989,22979.9,367.679,22.9799
135,A100-SXM4-80GB,CUDA Explicit Memory,75281,1,1,1024,2,double,1,1,3.76833,20456.7,327.308,20.4567
136,A100-SXM4-80GB,CUDA Explicit Memory,80684,1,1,1024,2,double,1,1,3.11968,26483.6,423.738,26.4836
137,A100-SXM4-80GB,CUDA Explicit Memory,86475,1,1,1024,2,double,1,1,3.20301,27646.0,442.336,27.646
138,A100-SXM4-80GB,CUDA Explicit Memory,92681,1,1,1024,2,double,1,1,3.40227,27894.7,446.316,27.8947
139,A100-SXM4-80GB,CUDA Explicit Memory,99334,1,1,1024,2,double,1,1,3.11998,32602.1,521.634,32.6021
140,A100-SXM4-80GB,CUDA Explicit Memory,106463,1,1,1024,2,double,1,1,3.14677,34644.4,554.31,34.6444
141,A100-SXM4-80GB,CUDA Explicit Memory,114104,1,1,1024,2,double,1,1,3.13766,37238.8,595.821,37.2388
142,A100-SXM4-80GB,CUDA Explicit Memory,122294,1,1,1024,2,double,1,1,3.40252,36804.8,588.877,36.8048
143,A100-SXM4-80GB,CUDA Explicit Memory,131072,1,1,1024,2,double,1,1,3.18685,42116.1,673.857,42.1161
144,A100-SXM4-80GB,CUDA Explicit Memory,140479,1,1,1024,2,double,1,1,3.34323,43027.4,688.438,43.0274
145,A100-SXM4-80GB,CUDA Explicit Memory,150562,1,1,1024,2,double,1,1,3.24248,47548.6,760.777,47.5486
146,A100-SXM4-80GB,CUDA Explicit Memory,161368,1,1,1024,2,double,1,1,3.37345,48982.7,783.723,48.9827
147,A100-SXM4-80GB,CUDA Explicit Memory,172950,1,1,1024,2,double,1,1,3.36236,52671.6,842.745,52.6716
148,A100-SXM4-80GB,CUDA Explicit Memory,185363,1,1,1024,2,double,1,1,3.43519,55255.2,884.083,55.2552
149,A100-SXM4-80GB,CUDA Explicit Memory,198668,1,1,1024,2,double,1,1,4.00654,50776.1,812.417,50.7761
150,A100-SXM4-80GB,CUDA Explicit Memory,212927,1,1,1024,2,double,1,1,3.59407,60665.8,970.654,60.6658
151,A100-SXM4-80GB,CUDA Explicit Memory,228209,1,1,1024,2,double,1,1,3.49831,66799.7,1068.8,66.7997
152,A100-SXM4-80GB,CUDA Explicit Memory,244589,1,1,1024,2,double,1,1,3.57171,70123.0,1121.97,70.123
153,A100-SXM4-80GB,CUDA Explicit Memory,262144,1,1,1024,2,double,1,1,3.7397,71780.0,1148.48,71.78
154,A100-SXM4-80GB,CUDA Explicit Memory,280958,1,1,1024,2,double,1,1,4.01385,71677.1,1146.83,71.6771
155,A100-SXM4-80GB,CUDA Explicit Memory,301124,1,1,1024,2,double,1,1,4.87342,63272.0,1012.35,63.272
156,A100-SXM4-80GB,CUDA Explicit Memory,322737,1,1,1024,2,double,1,1,4.44045,74425.5,1190.81,74.4255
157,A100-SXM4-80GB,CUDA Explicit Memory,345901,1,1,1024,2,double,1,1,5.07407,69806.4,1116.9,69.8064
158,A100-SXM4-80GB,CUDA Explicit Memory,370727,1,1,1024,2,double,1,1,4.20934,90186.1,1442.98,90.1861
159,A100-SXM4-80GB,CUDA Explicit Memory,397336,1,1,1024,2,double,1,1,5.26704,77248.8,1235.98,77.2488
160,A100-SXM4-80GB,CUDA Explicit Memory,425854,1,1,1024,2,double,1,1,4.5013,96877.4,1550.04,96.8774
161,A100-SXM4-80GB,CUDA Explicit Memory,456419,1,1,1024,2,double,1,1,4.73537,98698.3,1579.17,98.6983
162,A100-SXM4-80GB,CUDA Explicit Memory,489178,1,1,1024,2,double,1,1,5.27449,94970.0,1519.52,94.97
163,A100-SXM4-80GB,CUDA Explicit Memory,524288,1,1,512,2,double,1,1,2.7378,98047.7,1568.76,98.0477
164,A100-SXM4-80GB,CUDA Explicit Memory,561917,1,1,512,2,double,1,1,2.89877,99249.4,1587.99,99.2494
165,A100-SXM4-80GB,CUDA Explicit Memory,602248,1,1,512,2,double,1,1,2.7272,113065.0,1809.04,113.065
166,A100-SXM4-80GB,CUDA Explicit Memory,645474,1,1,512,2,double,1,1,2.83481,116580.0,1865.29,116.58
167,A100-SXM4-80GB,CUDA Explicit Memory,691802,1,1,512,2,double,1,1,3.22526,109822.0,1757.14,109.822
168,A100-SXM4-80GB,CUDA Explicit Memory,741455,1,1,512,2,double,1,1,3.28065,115716.0,1851.46,115.716
169,A100-SXM4-80GB,CUDA Explicit Memory,794672,1,1,512,2,double,1,1,3.70066,109946.0,1759.13,109.946
170,A100-SXM4-80GB,CUDA Explicit Memory,851708,1,1,512,2,double,1,1,3.15086,138399.0,2214.38,138.399
171,A100-SXM4-80GB,CUDA Explicit Memory,912838,1,1,512,2,double,1,1,3.37972,138287.0,2212.6,138.287
172,A100-SXM4-80GB,CUDA Explicit Memory,978356,1,1,512,2,double,1,1,3.465,144565.0,2313.04,144.565
173,A100-SXM4-80GB,CUDA Explicit Memory,1048576,1,1,128,2,double,1,1,0.898828,149325.0,2389.2,149.325
174,A100-SXM4-80GB,CUDA Explicit Memory,1123835,1,1,128,2,double,1,1,0.937043,153516.0,2456.25,153.516
175,A100-SXM4-80GB,CUDA Explicit Memory,1204497,1,1,128,2,double,1,1,1.04097,148108.0,2369.73,148.108
176,A100-SXM4-80GB,CUDA Explicit Memory,1290948,1,1,128,2,double,1,1,1.06752,154790.0,2476.64,154.79
177,A100-SXM4-80GB,CUDA Explicit Memory,1383604,1,1,128,2,double,1,1,1.15253,153663.0,2458.61,153.663
178,A100-SXM4-80GB,CUDA Explicit Memory,1482910,1,1,128,2,double,1,1,1.21774,155873.0,2493.97,155.873
179,A100-SXM4-80GB,CUDA Explicit Memory,1589344,1,1,128,2,double,1,1,1.36941,148558.0,2376.92,148.558
180,A100-SXM4-80GB,CUDA Explicit Memory,1703416,1,1,128,2,double,1,1,1.44163,151244.0,2419.9,151.244
181,A100-SXM4-80GB,CUDA Explicit Memory,1825676,1,1,128,2,double,1,1,1.48076,157815.0,2525.05,157.815
182,A100-SXM4-80GB,CUDA Explicit Memory,1956712,1,1,128,2,double,1,1,1.64851,151931.0,2430.89,151.931
183,A100-SXM4-80GB,CUDA Explicit Memory,2097152,1,1,32,2,double,1,1,0.583935,114925.0,1838.8,114.925
184,A100-SXM4-80GB,CUDA Explicit Memory,2247671,1,1,32,2,double,1,1,0.675195,106525.0,1704.41,106.525
185,A100-SXM4-80GB,CUDA Explicit Memory,2408995,1,1,32,2,double,1,1,0.60709,126979.0,2031.67,126.979
186,A100-SXM4-80GB,CUDA Explicit Memory,2581896,1,1,32,2,double,1,1,0.780453,105862.0,1693.8,105.862
187,A100-SXM4-80GB,CUDA Explicit Memory,2767208,1,1,32,2,double,1,1,0.934879,94718.8,1515.5,94.7188
188,A100-SXM4-80GB,CUDA Explicit Memory,2965820,1,1,32,2,double,1,1,1.00084,94826.7,1517.23,94.8267
189,A100-SXM4-80GB,CUDA Explicit Memory,3178688,1,1,32,2,double,1,1,1.07696,94449.2,1511.19,94.4492
190,A100-SXM4-80GB,CUDA Explicit Memory,3406833,1,1,32,2,double,1,1,1.16036,93952.1,1503.23,93.9521
191,A100-SXM4-80GB,CUDA Explicit Memory,3651353,1,1,32,2,double,1,1,1.22437,95431.6,1526.91,95.4316
192,A100-SXM4-80GB,CUDA Explicit Memory,3913424,1,1,32,2,double,1,1,1.31092,95528.2,1528.45,95.5282
193,A100-SXM4-80GB,CUDA Explicit Memory,4194304,1,1,8,2,double,1,1,0.351554,95446.0,1527.14,95.446
194,A100-SXM4-80GB,CUDA Explicit Memory,4495343,1,1,8,2,double,1,1,0.373187,96366.6,1541.86,96.3666
195,A100-SXM4-80GB,CUDA Explicit Memory,4817990,1,1,8,2,double,1,1,0.397895,96869.6,1549.91,96.8696
196,A100-SXM4-80GB,CUDA Explicit Memory,5163793,1,1,8,2,double,1,1,0.422344,97812.1,1564.99,97.8121
197,A100-SXM4-80GB,CUDA Explicit Memory,5534417,1,1,8,2,double,1,1,0.450599,98258.8,1572.14,98.2588
198,A100-SXM4-80GB,CUDA Explicit Memory,5931641,1,1,8,2,double,1,1,0.476801,99524.0,1592.38,99.524
199,A100-SXM4-80GB,CUDA Explicit Memory,6357376,1,1,8,2,double,1,1,0.507843,100147.0,1602.35,100.147
200,A100-SXM4-80GB,CUDA Explicit Memory,6813666,1,1,8,2,double,1,1,0.543923,100215.0,1603.44,100.215
201,A100-SXM4-80GB,CUDA Explicit Memory,7302707,1,1,8,2,double,1,1,0.579544,100806.0,1612.9,100.806
202,A100-SXM4-80GB,CUDA Explicit Memory,7826848,1,1,8,2,double,1,1,0.626719,99908.9,1598.54,99.9089
203,A100-SXM4-80GB,CUDA Explicit Memory,8388608,1,1,2,2,double,1,1,0.172692,97151.1,1554.42,97.1511
204,A100-SXM4-80GB,CUDA Explicit Memory,8990687,1,1,2,2,double,1,1,0.186459,96436.1,1542.98,96.4361
205,A100-SXM4-80GB,CUDA Explicit Memory,9635980,1,1,2,2,double,1,1,0.198022,97322.3,1557.16,97.3223
206,A100-SXM4-80GB,CUDA Explicit Memory,10327587,1,1,2,2,double,1,1,0.211499,97660.9,1562.57,97.6609
207,A100-SXM4-80GB,CUDA Explicit Memory,11068834,1,1,2,2,double,1,1,0.224204,98739.0,1579.82,98.739
208,A100-SXM4-80GB,CUDA Explicit Memory,11863283,1,1,2,2,double,1,1,0.238782,99365.0,1589.84,99.365
209,A100-SXM4-80GB,CUDA Explicit Memory,12714752,1,1,2,2,double,1,1,0.252199,100831.0,1613.3,100.831
210,A100-SXM4-80GB,CUDA Explicit Memory,13627333,1,1,2,2,double,1,1,0.267679,101818.0,1629.1,101.818
211,A100-SXM4-80GB,CUDA Explicit Memory,14605414,1,1,2,2,double,1,1,0.282299,103475.0,1655.6,103.475
212,A100-SXM4-80GB,CUDA Explicit Memory,15653696,1,1,2,2,double,1,1,0.301245,103927.0,1662.83,103.927
213,A100-SXM4-80GB,CUDA Explicit Memory,16777216,1,1,2,2,double,1,1,0.320905,104562.0,1672.99,104.562
214,A100-SXM4-80GB,CUDA Explicit Memory,17981374,1,1,2,2,double,1,1,0.34381,104601.0,1673.61,104.601
215,A100-SXM4-80GB,CUDA Explicit Memory,19271960,1,1,2,2,double,1,1,0.369771,104237.0,1667.8,104.237
216,A100-SXM4-80GB,CUDA Explicit Memory,20655175,1,1,2,2,double,1,1,0.39447,104724.0,1675.58,104.724
217,A100-SXM4-80GB,CUDA Explicit Memory,22137669,1,1,2,2,double,1,1,0.419359,105579.0,1689.26,105.579
218,A100-SXM4-80GB,CUDA Explicit Memory,23726566,1,1,2,2,double,1,1,0.449269,105623.0,1689.97,105.623
