,gpu,backend,nx,ny,nz,nIt,nWarmUp,type,stride_read,stride_write,time,mlups,bandwidth,compute
687,A40,CUDA Explicit Memory,25429504,1,1,2,2,double,1,4,3.65197,13926.4,222.823,13.9264
688,A40,CUDA Explicit Memory,27254667,1,1,2,2,double,1,4,3.91732,13914.9,222.639,13.9149
689,A40,CUDA Explicit Memory,29210829,1,1,2,2,double,1,4,4.19894,13913.4,222.615,13.9134
690,A40,CUDA Explicit Memory,31307392,1,1,2,2,double,1,4,4.49963,13915.5,222.648,13.9155
691,A40,CUDA Explicit Memory,33554432,1,1,2,2,double,1,4,4.81738,13930.6,222.889,13.9306
692,A40,CUDA Explicit Memory,35962749,1,1,2,2,double,1,4,5.16689,13920.5,222.727,13.9205
693,A40,CUDA Explicit Memory,38543920,1,1,2,2,double,1,4,5.53598,13924.9,222.798,13.9249
694,A40,CUDA Explicit Memory,41310351,1,1,2,2,double,1,4,5.93478,13921.4,222.743,13.9214
695,A40,CUDA Explicit Memory,44275338,1,1,2,2,double,1,4,6.36105,13920.8,222.732,13.9208
696,A40,CUDA Explicit Memory,47453132,1,1,2,2,double,1,4,6.8125,13931.2,222.899,13.9312
697,A40,CUDA Explicit Memory,50859008,1,1,2,2,double,1,4,7.30418,13926.0,222.816,13.926
698,A40,CUDA Explicit Memory,54509335,1,1,2,2,double,1,4,7.83262,13918.5,222.697,13.9185
699,A40,CUDA Explicit Memory,58421659,1,1,2,2,double,1,4,8.38918,13927.9,222.846,13.9279
700,A40,CUDA Explicit Memory,62614784,1,1,2,2,double,1,4,8.99118,13928.0,222.849,13.928
701,A40,CUDA Explicit Memory,67108864,1,1,2,2,double,1,4,9.63442,13931.1,222.897,13.9311
702,A40,CUDA Explicit Memory,2,1,1,1024,2,double,1,8,2.28999,0.894326,0.0143092,0.000894326
703,A40,CUDA Explicit Memory,3,1,1,1024,2,double,1,8,2.31463,1.32721,0.0212354,0.00132721
704,A40,CUDA Explicit Memory,4,1,1,1024,2,double,1,8,2.27564,1.79994,0.028799,0.00179994
705,A40,CUDA Explicit Memory,5,1,1,1024,2,double,1,8,2.15362,2.3774,0.0380384,0.0023774
706,A40,CUDA Explicit Memory,6,1,1,1024,2,double,1,8,2.19766,2.7957,0.0447312,0.0027957
707,A40,CUDA Explicit Memory,7,1,1,1024,2,double,1,8,2.31327,3.09865,0.0495784,0.00309865
708,A40,CUDA Explicit Memory,8,1,1,1024,2,double,1,8,2.26386,3.61859,0.0578975,0.00361859
709,A40,CUDA Explicit Memory,9,1,1,1024,2,double,1,8,2.273,4.05455,0.0648728,0.00405455
710,A40,CUDA Explicit Memory,10,1,1,1024,2,double,1,8,2.29217,4.46739,0.0714782,0.00446739
711,A40,CUDA Explicit Memory,11,1,1,1024,2,double,1,8,2.28358,4.9326,0.0789217,0.0049326
712,A40,CUDA Explicit Memory,12,1,1,1024,2,double,1,8,2.31904,5.29875,0.08478,0.00529875
713,A40,CUDA Explicit Memory,13,1,1,1024,2,double,1,8,2.27453,5.85263,0.093642,0.00585263
714,A40,CUDA Explicit Memory,14,1,1,1024,2,double,1,8,2.26742,6.3226,0.101162,0.0063226
715,A40,CUDA Explicit Memory,16,1,1,1024,2,double,1,8,2.29786,7.13012,0.114082,0.00713012
716,A40,CUDA Explicit Memory,17,1,1,1024,2,double,1,8,2.30462,7.55352,0.120856,0.00755352
717,A40,CUDA Explicit Memory,18,1,1,1024,2,double,1,8,2.25606,8.17,0.13072,0.00817
718,A40,CUDA Explicit Memory,19,1,1,1024,2,double,1,8,2.29451,8.47936,0.13567,0.00847936
719,A40,CUDA Explicit Memory,21,1,1,1024,2,double,1,8,2.29639,9.36428,0.149828,0.00936428
720,A40,CUDA Explicit Memory,22,1,1,1024,2,double,1,8,2.18011,10.3334,0.165335,0.0103334
721,A40,CUDA Explicit Memory,24,1,1,1024,2,double,1,8,2.184,11.2527,0.180044,0.0112527
722,A40,CUDA Explicit Memory,25,1,1,1024,2,double,1,8,2.19081,11.6852,0.186963,0.0116852
723,A40,CUDA Explicit Memory,27,1,1,1024,2,double,1,8,2.17775,12.6957,0.203131,0.0126957
724,A40,CUDA Explicit Memory,29,1,1,1024,2,double,1,8,2.19538,13.5266,0.216426,0.0135266
725,A40,CUDA Explicit Memory,32,1,1,1024,2,double,1,8,2.17928,15.0361,0.240578,0.0150361
726,A40,CUDA Explicit Memory,34,1,1,1024,2,double,1,8,2.17657,15.9958,0.255933,0.0159958
727,A40,CUDA Explicit Memory,36,1,1,1024,2,double,1,8,2.27394,16.2115,0.259384,0.0162115
728,A40,CUDA Explicit Memory,39,1,1,1024,2,double,1,8,2.3016,17.3514,0.277622,0.0173514
729,A40,CUDA Explicit Memory,42,1,1,1024,2,double,1,8,2.30799,18.6344,0.298151,0.0186344
730,A40,CUDA Explicit Memory,45,1,1,1024,2,double,1,8,2.30008,20.0341,0.320545,0.0200341
731,A40,CUDA Explicit Memory,48,1,1,1024,2,double,1,8,2.2802,21.556,0.344895,0.021556
732,A40,CUDA Explicit Memory,51,1,1,1024,2,double,1,8,2.233,23.3874,0.374199,0.0233874
733,A40,CUDA Explicit Memory,55,1,1,1024,2,double,1,8,2.27918,24.7106,0.39537,0.0247106
734,A40,CUDA Explicit Memory,59,1,1,1024,2,double,1,8,2.30346,26.2284,0.419654,0.0262284
735,A40,CUDA Explicit Memory,64,1,1,1024,2,double,1,8,2.28479,28.6836,0.458937,0.0286836
736,A40,CUDA Explicit Memory,68,1,1,1024,2,double,1,8,2.27344,30.6284,0.490055,0.0306284
737,A40,CUDA Explicit Memory,73,1,1,1024,2,double,1,8,2.27853,32.8071,0.524914,0.0328071
738,A40,CUDA Explicit Memory,78,1,1,1024,2,double,1,8,2.27429,35.1195,0.561912,0.0351195
739,A40,CUDA Explicit Memory,84,1,1,1024,2,double,1,8,2.30707,37.2837,0.59654,0.0372837
740,A40,CUDA Explicit Memory,90,1,1,1024,2,double,1,8,2.32265,39.6789,0.634862,0.0396789
741,A40,CUDA Explicit Memory,97,1,1,1024,2,double,1,8,2.30628,43.0684,0.689095,0.0430684
742,A40,CUDA Explicit Memory,103,1,1,1024,2,double,1,8,2.28409,46.1768,0.738828,0.0461768
743,A40,CUDA Explicit Memory,111,1,1,1024,2,double,1,8,2.29804,49.4613,0.791381,0.0494613
744,A40,CUDA Explicit Memory,119,1,1,1024,2,double,1,8,2.30781,52.8016,0.844826,0.0528016
745,A40,CUDA Explicit Memory,128,1,1,1024,2,double,1,8,2.30376,56.8948,0.910317,0.0568948
746,A40,CUDA Explicit Memory,137,1,1,1024,2,double,1,8,2.3178,60.5265,0.968423,0.0605265
747,A40,CUDA Explicit Memory,147,1,1,1024,2,double,1,8,2.29704,65.5314,1.0485,0.0655314
748,A40,CUDA Explicit Memory,157,1,1,1024,2,double,1,8,2.3282,69.0526,1.10484,0.0690526
749,A40,CUDA Explicit Memory,168,1,1,1024,2,double,1,8,2.30746,74.5548,1.19288,0.0745548
750,A40,CUDA Explicit Memory,181,1,1,1024,2,double,1,8,2.30325,80.4707,1.28753,0.0804707
751,A40,CUDA Explicit Memory,194,1,1,1024,2,double,1,8,2.32939,85.2825,1.36452,0.0852825
752,A40,CUDA Explicit Memory,207,1,1,1024,2,double,1,8,2.31812,91.4397,1.46304,0.0914397
753,A40,CUDA Explicit Memory,222,1,1,1024,2,double,1,8,2.33237,97.4664,1.55946,0.0974664
754,A40,CUDA Explicit Memory,238,1,1,1024,2,double,1,8,2.32912,104.637,1.67419,0.104637
755,A40,CUDA Explicit Memory,256,1,1,1024,2,double,1,8,2.33111,112.455,1.79927,0.112455
756,A40,CUDA Explicit Memory,274,1,1,1024,2,double,1,8,2.26643,123.797,1.98074,0.123797
757,A40,CUDA Explicit Memory,294,1,1,1024,2,double,1,8,2.31864,129.842,2.07747,0.129842
758,A40,CUDA Explicit Memory,315,1,1,1024,2,double,1,8,2.29448,140.581,2.24929,0.140581
759,A40,CUDA Explicit Memory,337,1,1,1024,2,double,1,8,2.31549,149.034,2.38455,0.149034
760,A40,CUDA Explicit Memory,362,1,1,1024,2,double,1,8,2.30962,160.497,2.56796,0.160497
761,A40,CUDA Explicit Memory,388,1,1,1024,2,double,1,8,2.29665,172.997,2.76795,0.172997
762,A40,CUDA Explicit Memory,415,1,1,1024,2,double,1,8,2.32179,183.031,2.9285,0.183031
763,A40,CUDA Explicit Memory,445,1,1,1024,2,double,1,8,2.31232,197.066,3.15306,0.197066
764,A40,CUDA Explicit Memory,477,1,1,1024,2,double,1,8,2.32691,209.912,3.3586,0.209912
765,A40,CUDA Explicit Memory,512,1,1,1024,2,double,1,8,2.2817,229.78,3.67648,0.22978
766,A40,CUDA Explicit Memory,548,1,1,1024,2,double,1,8,2.31395,242.508,3.88013,0.242508
767,A40,CUDA Explicit Memory,588,1,1,1024,2,double,1,8,2.294,262.473,4.19956,0.262473
768,A40,CUDA Explicit Memory,630,1,1,1024,2,double,1,8,2.31784,278.329,4.45326,0.278329
769,A40,CUDA Explicit Memory,675,1,1,1024,2,double,1,8,2.32113,297.786,4.76457,0.297786
770,A40,CUDA Explicit Memory,724,1,1,1024,2,double,1,8,2.32236,319.235,5.10775,0.319235
771,A40,CUDA Explicit Memory,776,1,1,1024,2,double,1,8,2.29454,346.311,5.54097,0.346311
772,A40,CUDA Explicit Memory,831,1,1,1024,2,double,1,8,2.32582,365.868,5.85389,0.365868
773,A40,CUDA Explicit Memory,891,1,1,1024,2,double,1,8,2.29415,397.7,6.3632,0.3977
774,A40,CUDA Explicit Memory,955,1,1,1024,2,double,1,8,2.32464,420.676,6.73082,0.420676
775,A40,CUDA Explicit Memory,1024,1,1,1024,2,double,1,8,2.30492,454.929,7.27887,0.454929
776,A40,CUDA Explicit Memory,1097,1,1,1024,2,double,1,8,2.16215,519.542,8.31267,0.519542
777,A40,CUDA Explicit Memory,1176,1,1,1024,2,double,1,8,2.16768,555.535,8.88857,0.555535
778,A40,CUDA Explicit Memory,1260,1,1,1024,2,double,1,8,2.14167,602.445,9.63912,0.602445
779,A40,CUDA Explicit Memory,1351,1,1,1024,2,double,1,8,2.30797,599.412,9.5906,0.599412
780,A40,CUDA Explicit Memory,1448,1,1,1024,2,double,1,8,2.27968,650.42,10.4067,0.65042
781,A40,CUDA Explicit Memory,1552,1,1,1024,2,double,1,8,2.17227,731.607,11.7057,0.731607
782,A40,CUDA Explicit Memory,1663,1,1,1024,2,double,1,8,2.22917,763.923,12.2228,0.763923
783,A40,CUDA Explicit Memory,1782,1,1,1024,2,double,1,8,2.32395,785.202,12.5632,0.785202
784,A40,CUDA Explicit Memory,1910,1,1,1024,2,double,1,8,2.31304,845.572,13.5292,0.845572
785,A40,CUDA Explicit Memory,2048,1,1,1024,2,double,1,8,2.31207,907.047,14.5128,0.907047
786,A40,CUDA Explicit Memory,2194,1,1,1024,2,double,1,8,2.32442,966.546,15.4647,0.966546
787,A40,CUDA Explicit Memory,2352,1,1,1024,2,double,1,8,2.28516,1053.95,16.8632,1.05395
788,A40,CUDA Explicit Memory,2521,1,1,1024,2,double,1,8,2.29469,1124.99,17.9998,1.12499
789,A40,CUDA Explicit Memory,2702,1,1,1024,2,double,1,8,2.30331,1201.25,19.22,1.20125
790,A40,CUDA Explicit Memory,2896,1,1,1024,2,double,1,8,2.30837,1284.68,20.5548,1.28468
791,A40,CUDA Explicit Memory,3104,1,1,1024,2,double,1,8,2.29632,1384.17,22.1467,1.38417
792,A40,CUDA Explicit Memory,3326,1,1,1024,2,double,1,8,2.31242,1472.84,23.5655,1.47284
793,A40,CUDA Explicit Memory,3565,1,1,1024,2,double,1,8,2.33484,1563.52,25.0163,1.56352
794,A40,CUDA Explicit Memory,3821,1,1,1024,2,double,1,8,2.26458,1727.79,27.6446,1.72779
795,A40,CUDA Explicit Memory,4096,1,1,1024,2,double,1,8,2.32671,1802.67,28.8428,1.80267
796,A40,CUDA Explicit Memory,4389,1,1,1024,2,double,1,8,2.29825,1955.55,31.2888,1.95555
797,A40,CUDA Explicit Memory,4705,1,1,1024,2,double,1,8,2.19384,2196.11,35.1378,2.19611
798,A40,CUDA Explicit Memory,5042,1,1,1024,2,double,1,8,2.23273,2312.42,36.9988,2.31242
799,A40,CUDA Explicit Memory,5404,1,1,1024,2,double,1,8,2.3187,2386.55,38.1849,2.38655
800,A40,CUDA Explicit Memory,5792,1,1,1024,2,double,1,8,2.34077,2533.79,40.5406,2.53379
801,A40,CUDA Explicit Memory,6208,1,1,1024,2,double,1,8,2.3204,2739.61,43.8337,2.73961
802,A40,CUDA Explicit Memory,6653,1,1,1024,2,double,1,8,2.33358,2919.41,46.7106,2.91941
803,A40,CUDA Explicit Memory,7131,1,1,1024,2,double,1,8,2.33354,3129.22,50.0675,3.12922
804,A40,CUDA Explicit Memory,7643,1,1,1024,2,double,1,8,2.3199,3373.61,53.9777,3.37361
805,A40,CUDA Explicit Memory,8192,1,1,1024,2,double,1,8,2.30303,3642.43,58.2788,3.64243
806,A40,CUDA Explicit Memory,8779,1,1,1024,2,double,1,8,2.31669,3880.4,62.0864,3.8804
807,A40,CUDA Explicit Memory,9410,1,1,1024,2,double,1,8,2.34847,4103.02,65.6483,4.10302
808,A40,CUDA Explicit Memory,10085,1,1,1024,2,double,1,8,2.31286,4465.06,71.441,4.46506
809,A40,CUDA Explicit Memory,10809,1,1,1024,2,double,1,8,2.34276,4724.51,75.5922,4.72451
810,A40,CUDA Explicit Memory,11585,1,1,1024,2,double,1,8,2.31777,5118.31,81.8929,5.11831
811,A40,CUDA Explicit Memory,12416,1,1,1024,2,double,1,8,2.30179,5523.53,88.3765,5.52353
812,A40,CUDA Explicit Memory,13307,1,1,1024,2,double,1,8,2.25592,6040.28,96.6444,6.04028
813,A40,CUDA Explicit Memory,14263,1,1,1024,2,double,1,8,2.27901,6408.61,102.538,6.40861
814,A40,CUDA Explicit Memory,15286,1,1,1024,2,double,1,8,2.2843,6852.36,109.638,6.85236
815,A40,CUDA Explicit Memory,16384,1,1,1024,2,double,1,8,2.26329,7412.75,118.604,7.41275
816,A40,CUDA Explicit Memory,17559,1,1,1024,2,double,1,8,2.26373,7942.82,127.085,7.94282
817,A40,CUDA Explicit Memory,18820,1,1,1024,2,double,1,8,2.27137,8484.61,135.754,8.48461
818,A40,CUDA Explicit Memory,20171,1,1,1024,2,double,1,8,2.286,9035.49,144.568,9.03549
819,A40,CUDA Explicit Memory,21618,1,1,1024,2,double,1,8,2.37612,9316.39,149.062,9.31639
820,A40,CUDA Explicit Memory,23170,1,1,1024,2,double,1,8,2.52085,9411.94,150.591,9.41194
821,A40,CUDA Explicit Memory,24833,1,1,1024,2,double,1,8,2.50654,10145.0,162.321,10.145
822,A40,CUDA Explicit Memory,26615,1,1,1024,2,double,1,8,2.52262,10803.7,172.86,10.8037
823,A40,CUDA Explicit Memory,28526,1,1,1024,2,double,1,8,2.5244,11571.3,185.141,11.5713
824,A40,CUDA Explicit Memory,30573,1,1,1024,2,double,1,8,2.54194,12316.1,197.057,12.3161
825,A40,CUDA Explicit Memory,32768,1,1,1024,2,double,1,8,2.67338,12551.3,200.821,12.5513
826,A40,CUDA Explicit Memory,35119,1,1,1024,2,double,1,8,2.71966,13222.9,211.566,13.2229
827,A40,CUDA Explicit Memory,37640,1,1,1024,2,double,1,8,2.73418,14096.9,225.55,14.0969
828,A40,CUDA Explicit Memory,40342,1,1,1024,2,double,1,8,3.03963,13590.5,217.449,13.5905
829,A40,CUDA Explicit Memory,43237,1,1,1024,2,double,1,8,3.47567,12738.5,203.815,12.7385
830,A40,CUDA Explicit Memory,46340,1,1,1024,2,double,1,8,3.84379,12345.2,197.523,12.3452
831,A40,CUDA Explicit Memory,49667,1,1,1024,2,double,1,8,4.07433,12482.8,199.725,12.4828
832,A40,CUDA Explicit Memory,53231,1,1,1024,2,double,1,8,4.36881,12476.8,199.628,12.4768
833,A40,CUDA Explicit Memory,57052,1,1,1024,2,double,1,8,4.66989,12510.2,200.163,12.5102
834,A40,CUDA Explicit Memory,61147,1,1,1024,2,double,1,8,4.95508,12636.4,202.183,12.6364
835,A40,CUDA Explicit Memory,65536,1,1,1024,2,double,1,8,5.25075,12780.8,204.493,12.7808
836,A40,CUDA Explicit Memory,70239,1,1,1024,2,double,1,8,5.61682,12805.2,204.884,12.8052
837,A40,CUDA Explicit Memory,75281,1,1,1024,2,double,1,8,5.94247,12972.3,207.557,12.9723
838,A40,CUDA Explicit Memory,80684,1,1,1024,2,double,1,8,6.2868,13141.9,210.27,13.1419
839,A40,CUDA Explicit Memory,86475,1,1,1024,2,double,1,8,6.67705,13261.9,212.191,13.2619
840,A40,CUDA Explicit Memory,92681,1,1,1024,2,double,1,8,7.11264,13343.2,213.491,13.3432
841,A40,CUDA Explicit Memory,99334,1,1,1024,2,double,1,8,7.59978,13384.3,214.149,13.3843
842,A40,CUDA Explicit Memory,106463,1,1,1024,2,double,1,8,8.23709,13235.0,211.76,13.235
843,A40,CUDA Explicit Memory,114104,1,1,1024,2,double,1,8,8.84935,13203.5,211.256,13.2035
844,A40,CUDA Explicit Memory,122294,1,1,1024,2,double,1,8,9.6959,12915.7,206.651,12.9157
845,A40,CUDA Explicit Memory,131072,1,1,1024,2,double,1,8,10.9437,12264.4,196.231,12.2644
846,A40,CUDA Explicit Memory,140479,1,1,1024,2,double,1,8,12.0068,11980.8,191.692,11.9808
847,A40,CUDA Explicit Memory,150562,1,1,1024,2,double,1,8,12.8683,11981.1,191.697,11.9811
848,A40,CUDA Explicit Memory,161368,1,1,1024,2,double,1,8,13.6158,12136.0,194.176,12.136
849,A40,CUDA Explicit Memory,172950,1,1,1024,2,double,1,8,14.4433,12261.8,196.189,12.2618
850,A40,CUDA Explicit Memory,185363,1,1,1024,2,double,1,8,15.536,12217.5,195.48,12.2175
851,A40,CUDA Explicit Memory,198668,1,1,1024,2,double,1,8,16.7813,12122.8,193.964,12.1228
852,A40,CUDA Explicit Memory,212927,1,1,1024,2,double,1,8,18.0573,12074.7,193.195,12.0747
853,A40,CUDA Explicit Memory,228209,1,1,1024,2,double,1,8,19.3474,12078.4,193.254,12.0784
854,A40,CUDA Explicit Memory,244589,1,1,1024,2,double,1,8,20.7149,12090.8,193.452,12.0908
855,A40,CUDA Explicit Memory,262144,1,1,1024,2,double,1,8,22.4598,11951.8,191.229,11.9518
856,A40,CUDA Explicit Memory,280958,1,1,1024,2,double,1,8,24.0887,11943.4,191.094,11.9434
857,A40,CUDA Explicit Memory,301124,1,1,1024,2,double,1,8,25.332,12172.4,194.758,12.1724
858,A40,CUDA Explicit Memory,322737,1,1,1024,2,double,1,8,27.1461,12174.2,194.788,12.1742
859,A40,CUDA Explicit Memory,345901,1,1,1024,2,double,1,8,28.9145,12250.0,196.0,12.25
860,A40,CUDA Explicit Memory,370727,1,1,1024,2,double,1,8,31.2672,12141.3,194.261,12.1413
861,A40,CUDA Explicit Memory,397336,1,1,1024,2,double,1,8,33.7166,12067.4,193.079,12.0674
862,A40,CUDA Explicit Memory,425854,1,1,1024,2,double,1,8,35.7047,12213.4,195.414,12.2134
863,A40,CUDA Explicit Memory,456419,1,1,1024,2,double,1,8,38.0759,12274.8,196.396,12.2748
864,A40,CUDA Explicit Memory,489178,1,1,1024,2,double,1,8,40.9043,12246.1,195.938,12.2461
865,A40,CUDA Explicit Memory,524288,1,1,512,2,double,1,8,22.1085,12141.7,194.268,12.1417
866,A40,CUDA Explicit Memory,561917,1,1,512,2,double,1,8,23.4291,12279.7,196.475,12.2797
867,A40,CUDA Explicit Memory,602248,1,1,512,2,double,1,8,25.0884,12290.6,196.649,12.2906
868,A40,CUDA Explicit Memory,645474,1,1,512,2,double,1,8,26.9961,12241.9,195.87,12.2419
869,A40,CUDA Explicit Memory,691802,1,1,512,2,double,1,8,28.785,12305.1,196.882,12.3051
870,A40,CUDA Explicit Memory,741455,1,1,512,2,double,1,8,30.8447,12307.6,196.922,12.3076
871,A40,CUDA Explicit Memory,794672,1,1,512,2,double,1,8,33.2047,12253.4,196.055,12.2534
872,A40,CUDA Explicit Memory,851708,1,1,512,2,double,1,8,35.361,12332.1,197.313,12.3321
873,A40,CUDA Explicit Memory,912838,1,1,512,2,double,1,8,38.0477,12283.9,196.542,12.2839
874,A40,CUDA Explicit Memory,978356,1,1,512,2,double,1,8,40.5797,12344.1,197.505,12.3441
875,A40,CUDA Explicit Memory,1048576,1,1,128,2,double,1,8,10.9125,12299.5,196.791,12.2995
876,A40,CUDA Explicit Memory,1123835,1,1,128,2,double,1,8,11.6632,12333.7,197.339,12.3337
877,A40,CUDA Explicit Memory,1204497,1,1,128,2,double,1,8,12.5189,12315.5,197.047,12.3155
878,A40,CUDA Explicit Memory,1290948,1,1,128,2,double,1,8,13.4185,12314.5,197.031,12.3145
879,A40,CUDA Explicit Memory,1383604,1,1,128,2,double,1,8,14.345,12345.8,197.533,12.3458
880,A40,CUDA Explicit Memory,1482910,1,1,128,2,double,1,8,15.36,12357.6,197.721,12.3576
881,A40,CUDA Explicit Memory,1589344,1,1,128,2,double,1,8,16.4642,12356.2,197.7,12.3562
882,A40,CUDA Explicit Memory,1703416,1,1,128,2,double,1,8,17.6382,12361.6,197.786,12.3616
883,A40,CUDA Explicit Memory,1825676,1,1,128,2,double,1,8,18.8922,12369.5,197.912,12.3695
884,A40,CUDA Explicit Memory,1956712,1,1,128,2,double,1,8,20.2344,12377.9,198.047,12.3779
885,A40,CUDA Explicit Memory,2097152,1,1,32,2,double,1,8,5.42026,12381.1,198.098,12.3811
886,A40,CUDA Explicit Memory,2247671,1,1,32,2,double,1,8,5.79806,12405.1,198.482,12.4051
887,A40,CUDA Explicit Memory,2408995,1,1,32,2,double,1,8,6.21957,12394.4,198.31,12.3944
888,A40,CUDA Explicit Memory,2581896,1,1,32,2,double,1,8,6.65745,12410.3,198.564,12.4103
889,A40,CUDA Explicit Memory,2767208,1,1,32,2,double,1,8,7.13909,12403.6,198.458,12.4036
890,A40,CUDA Explicit Memory,2965820,1,1,32,2,double,1,8,7.63905,12423.8,198.781,12.4238
891,A40,CUDA Explicit Memory,3178688,1,1,32,2,double,1,8,8.18402,12428.9,198.862,12.4289
892,A40,CUDA Explicit Memory,3406833,1,1,32,2,double,1,8,8.77281,12426.9,198.83,12.4269
893,A40,CUDA Explicit Memory,3651353,1,1,32,2,double,1,8,9.39257,12440.0,199.039,12.44
894,A40,CUDA Explicit Memory,3913424,1,1,32,2,double,1,8,10.0601,12448.1,199.17,12.4481
895,A40,CUDA Explicit Memory,4194304,1,1,8,2,double,1,8,2.69729,12440.0,199.041,12.44
896,A40,CUDA Explicit Memory,4495343,1,1,8,2,double,1,8,2.88876,12449.2,199.187,12.4492
897,A40,CUDA Explicit Memory,4817990,1,1,8,2,double,1,8,3.09912,12437.0,198.993,12.437
898,A40,CUDA Explicit Memory,5163793,1,1,8,2,double,1,8,3.3211,12438.8,199.02,12.4388
899,A40,CUDA Explicit Memory,5534417,1,1,8,2,double,1,8,3.5536,12459.3,199.349,12.4593
900,A40,CUDA Explicit Memory,5931641,1,1,8,2,double,1,8,3.80712,12464.3,199.429,12.4643
901,A40,CUDA Explicit Memory,6357376,1,1,8,2,double,1,8,4.07954,12466.8,199.469,12.4668
902,A40,CUDA Explicit Memory,6813666,1,1,8,2,double,1,8,4.37482,12459.8,199.357,12.4598
903,A40,CUDA Explicit Memory,7302707,1,1,8,2,double,1,8,4.67732,12490.4,199.847,12.4904
904,A40,CUDA Explicit Memory,7826848,1,1,8,2,double,1,8,5.01493,12485.7,199.771,12.4857
905,A40,CUDA Explicit Memory,8388608,1,1,2,2,double,1,8,1.34533,12470.7,199.531,12.4707
906,A40,CUDA Explicit Memory,8990687,1,1,2,2,double,1,8,1.44369,12455.2,199.283,12.4552
907,A40,CUDA Explicit Memory,9635980,1,1,2,2,double,1,8,1.54605,12465.3,199.445,12.4653
908,A40,CUDA Explicit Memory,10327587,1,1,2,2,double,1,8,1.6566,12468.4,199.495,12.4684
909,A40,CUDA Explicit Memory,11068834,1,1,2,2,double,1,8,1.77195,12493.4,199.895,12.4934
910,A40,CUDA Explicit Memory,11863283,1,1,2,2,double,1,8,1.902,12474.5,199.592,12.4745
911,A40,CUDA Explicit Memory,12714752,1,1,2,2,double,1,8,2.03575,12491.4,199.863,12.4914
912,A40,CUDA Explicit Memory,13627333,1,1,2,2,double,1,8,2.18113,12495.7,199.931,12.4957
913,A40,CUDA Explicit Memory,14605414,1,1,2,2,double,1,8,2.34113,12477.2,199.636,12.4772
914,A40,CUDA Explicit Memory,15653696,1,1,2,2,double,1,8,2.50371,12504.4,200.071,12.5044
915,A40,CUDA Explicit Memory,16777216,1,1,2,2,double,1,8,2.68894,12478.7,199.659,12.4787
916,A40,CUDA Explicit Memory,17981374,1,1,2,2,double,1,8,2.88074,12483.9,199.742,12.4839
917,A40,CUDA Explicit Memory,19271960,1,1,2,2,double,1,8,3.08132,12508.9,200.143,12.5089
918,A40,CUDA Explicit Memory,20655175,1,1,2,2,double,1,8,3.30098,12514.6,200.233,12.5146
919,A40,CUDA Explicit Memory,22137669,1,1,2,2,double,1,8,3.53834,12513.0,200.208,12.513
920,A40,CUDA Explicit Memory,23726566,1,1,2,2,double,1,8,3.79695,12497.7,199.963,12.4977
921,A40,CUDA Explicit Memory,25429504,1,1,2,2,double,1,8,4.06644,12507.0,200.112,12.507
922,A40,CUDA Explicit Memory,27254667,1,1,2,2,double,1,8,4.35712,12510.4,200.167,12.5104
923,A40,CUDA Explicit Memory,29210829,1,1,2,2,double,1,8,4.66996,12510.1,200.162,12.5101
924,A40,CUDA Explicit Memory,31307392,1,1,2,2,double,1,8,5.00568,12508.7,200.14,12.5087
925,A40,CUDA Explicit Memory,33554432,1,1,2,2,double,1,8,5.36394,12511.1,200.178,12.5111
926,A40,CUDA Explicit Memory,35962749,1,1,2,2,double,1,8,5.75329,12501.6,200.026,12.5016
927,A40,CUDA Explicit Memory,38543920,1,1,2,2,double,1,8,6.16006,12514.1,200.226,12.5141
928,A40,CUDA Explicit Memory,41310351,1,1,2,2,double,1,8,6.59745,12523.1,200.37,12.5231
929,A40,CUDA Explicit Memory,44275338,1,1,2,2,double,1,8,7.07592,12514.4,200.23,12.5144
930,A40,CUDA Explicit Memory,47453132,1,1,2,2,double,1,8,7.58208,12517.2,200.275,12.5172
931,A40,CUDA Explicit Memory,50859008,1,1,2,2,double,1,8,8.1293,12512.5,200.2,12.5125
932,A40,CUDA Explicit Memory,54509335,1,1,2,2,double,1,8,8.70981,12516.8,200.268,12.5168
933,A40,CUDA Explicit Memory,58421659,1,1,2,2,double,1,8,9.32751,12526.7,200.428,12.5267
934,A40,CUDA Explicit Memory,62614784,1,1,2,2,double,1,8,10.0035,12518.6,200.297,12.5186
935,A40,CUDA Explicit Memory,67108864,1,1,2,2,double,1,8,10.7195,12520.8,200.333,12.5208
936,A40,CUDA Explicit Memory,2,1,1,1024,2,double,1,16,2.28488,0.896326,0.0143412,0.000896326
937,A40,CUDA Explicit Memory,3,1,1,1024,2,double,1,16,2.28297,1.34562,0.0215299,0.00134562
938,A40,CUDA Explicit Memory,4,1,1,1024,2,double,1,16,2.30014,1.78076,0.0284922,0.00178076
939,A40,CUDA Explicit Memory,5,1,1,1024,2,double,1,16,2.29064,2.23518,0.0357629,0.00223518
940,A40,CUDA Explicit Memory,6,1,1,1024,2,double,1,16,2.29445,2.67776,0.0428442,0.00267776
941,A40,CUDA Explicit Memory,7,1,1,1024,2,double,1,16,2.28534,3.13651,0.0501841,0.00313651
942,A40,CUDA Explicit Memory,8,1,1,1024,2,double,1,16,2.30424,3.55519,0.056883,0.00355519
943,A40,CUDA Explicit Memory,9,1,1,1024,2,double,1,16,2.24732,4.10088,0.0656141,0.00410088
